state,action_index,action,next_state,probability
68,10,W_Nabellen offertes,67,1.0
67,19,A_DECLINED,69,0.9230769230769231
67,19,A_DECLINED,169,0.07692307692307693
69,20,O_DECLINED,70,1.0
70,16,W_Valideren aanvraag,71,1.0
71,17,archive_application,72,1.0
40,4,A_ACCEPTED,42,0.9947368421052631
40,4,A_ACCEPTED,87,0.005263157894736842
41,10,W_Nabellen offertes,48,0.9047619047619048
41,10,W_Nabellen offertes,49,0.007054673721340388
41,10,W_Nabellen offertes,73,0.07760141093474426
41,10,W_Nabellen offertes,155,0.010582010582010581
73,11,O_SENT_BACK,11,0.013440860215053764
73,11,O_SENT_BACK,30,0.7016129032258065
73,11,O_SENT_BACK,50,0.013440860215053764
73,11,O_SENT_BACK,74,0.21774193548387097
73,11,O_SENT_BACK,161,0.053763440860215055
74,10,W_Nabellen offertes,73,1.0
73,16,W_Valideren aanvraag,31,0.5769230769230769
73,16,W_Valideren aanvraag,55,0.057692307692307696
73,16,W_Valideren aanvraag,75,0.09615384615384616
73,16,W_Valideren aanvraag,180,0.2692307692307692
75,21,W_Nabellen incomplete dossiers,76,0.01098901098901099
75,21,W_Nabellen incomplete dossiers,77,0.967032967032967
75,21,W_Nabellen incomplete dossiers,102,0.01098901098901099
75,21,W_Nabellen incomplete dossiers,162,0.01098901098901099
76,21,W_Nabellen incomplete dossiers,76,0.7714285714285715
76,21,W_Nabellen incomplete dossiers,77,0.02857142857142857
76,21,W_Nabellen incomplete dossiers,83,0.18285714285714286
76,21,W_Nabellen incomplete dossiers,102,0.017142857142857144
77,21,W_Nabellen incomplete dossiers,76,0.001037344398340249
77,21,W_Nabellen incomplete dossiers,77,0.9865145228215768
77,21,W_Nabellen incomplete dossiers,83,0.002074688796680498
77,21,W_Nabellen incomplete dossiers,102,0.007261410788381743
77,21,W_Nabellen incomplete dossiers,139,0.001037344398340249
77,21,W_Nabellen incomplete dossiers,162,0.002074688796680498
77,16,W_Valideren aanvraag,55,0.0125
77,16,W_Valideren aanvraag,75,0.9875
77,14,O_ACCEPTED,51,0.019230769230769232
77,14,O_ACCEPTED,78,0.9807692307692307
78,13,A_APPROVED,79,1.0
79,12,A_REGISTERED,80,1.0
80,15,A_ACTIVATED,81,1.0
81,16,W_Valideren aanvraag,75,1.0
75,17,archive_application,82,1.0
21,4,A_ACCEPTED,4,0.028901734104046242
21,4,A_ACCEPTED,23,0.3179190751445087
21,4,A_ACCEPTED,42,0.0072254335260115606
21,4,A_ACCEPTED,87,0.6430635838150289
21,4,A_ACCEPTED,149,0.002890173410404624
23,5,O_SELECTED,25,1.0
25,6,A_FINALIZED,24,1.0
24,7,O_CREATED,26,1.0
31,21,W_Nabellen incomplete dossiers,76,0.012875536480686695
31,21,W_Nabellen incomplete dossiers,77,0.001430615164520744
31,21,W_Nabellen incomplete dossiers,83,0.9814020028612304
31,21,W_Nabellen incomplete dossiers,102,0.001430615164520744
31,21,W_Nabellen incomplete dossiers,162,0.002861230329041488
83,21,W_Nabellen incomplete dossiers,76,0.0019212295869356388
83,21,W_Nabellen incomplete dossiers,77,0.0004803073967339097
83,21,W_Nabellen incomplete dossiers,83,0.9975984630163305
83,20,O_DECLINED,84,1.0
84,19,A_DECLINED,85,1.0
85,21,W_Nabellen incomplete dossiers,83,1.0
83,17,archive_application,36,1.0
86,9,W_Completeren aanvraag,22,0.014492753623188406
86,9,W_Completeren aanvraag,86,0.9855072463768116
86,4,A_ACCEPTED,23,0.013975155279503106
86,4,A_ACCEPTED,87,0.9860248447204969
87,5,O_SELECTED,88,1.0
88,6,A_FINALIZED,89,1.0
89,7,O_CREATED,90,1.0
90,8,O_SENT,91,1.0
91,9,W_Completeren aanvraag,86,1.0
86,10,W_Nabellen offertes,10,0.021158129175946547
86,10,W_Nabellen offertes,28,0.23942093541202672
86,10,W_Nabellen offertes,73,0.7371937639198218
86,10,W_Nabellen offertes,156,0.0022271714922048997
73,10,W_Nabellen offertes,10,0.011022657685241886
73,10,W_Nabellen offertes,28,0.2761788120024495
73,10,W_Nabellen offertes,49,0.014696876913655848
73,10,W_Nabellen offertes,73,0.6625842008573178
73,10,W_Nabellen offertes,156,0.03551745254133497
83,16,W_Valideren aanvraag,31,1.0
32,15,A_ACTIVATED,35,1.0
35,12,A_REGISTERED,34,1.0
34,13,A_APPROVED,33,1.0
33,16,W_Valideren aanvraag,31,1.0
87,6,A_FINALIZED,89,1.0
89,5,O_SELECTED,88,1.0
88,7,O_CREATED,90,1.0
86,5,O_SELECTED,5,0.011111111111111112
86,5,O_SELECTED,25,0.05555555555555555
86,5,O_SELECTED,88,0.9333333333333333
88,18,O_CANCELLED,92,1.0
92,7,O_CREATED,90,1.0
91,10,W_Nabellen offertes,73,1.0
83,5,O_SELECTED,25,1.0
27,21,W_Nabellen incomplete dossiers,83,1.0
83,11,O_SENT_BACK,30,1.0
30,21,W_Nabellen incomplete dossiers,83,1.0
83,14,O_ACCEPTED,32,1.0
32,12,A_REGISTERED,34,1.0
33,15,A_ACTIVATED,35,1.0
93,1,A_SUBMITTED,94,1.0
94,2,A_PARTLYSUBMITTED,95,1.0
95,3,A_PREACCEPTED,96,1.0
96,22,W_Afhandelen leads,97,1.0
97,4,A_ACCEPTED,23,1.0
22,18,O_CANCELLED,29,1.0
29,23,A_CANCELLED,98,1.0
98,10,W_Nabellen offertes,28,1.0
28,17,archive_application,36,1.0
97,9,W_Completeren aanvraag,22,1.0
22,9,W_Completeren aanvraag,22,1.0
28,18,O_CANCELLED,29,1.0
29,5,O_SELECTED,25,1.0
28,19,A_DECLINED,85,1.0
85,20,O_DECLINED,84,1.0
84,10,W_Nabellen offertes,28,1.0
22,11,O_SENT_BACK,30,1.0
28,14,O_ACCEPTED,32,1.0
35,13,A_APPROVED,33,1.0
4,6,A_FINALIZED,6,1.0
6,5,O_SELECTED,5,1.0
5,7,O_CREATED,7,1.0
10,13,A_APPROVED,13,0.9130434782608695
10,13,A_APPROVED,33,0.043478260869565216
10,13,A_APPROVED,79,0.043478260869565216
13,15,A_ACTIVATED,15,1.0
15,12,A_REGISTERED,12,1.0
12,14,O_ACCEPTED,14,1.0
14,16,W_Valideren aanvraag,16,1.0
42,5,O_SELECTED,44,1.0
44,6,A_FINALIZED,43,1.0
43,7,O_CREATED,45,1.0
48,11,O_SENT_BACK,50,0.3508771929824561
48,11,O_SENT_BACK,74,0.10526315789473684
48,11,O_SENT_BACK,99,0.47368421052631576
48,11,O_SENT_BACK,161,0.07017543859649122
99,10,W_Nabellen offertes,48,1.0
48,16,W_Valideren aanvraag,55,0.28125
48,16,W_Valideren aanvraag,75,0.09375
48,16,W_Valideren aanvraag,100,0.625
100,21,W_Nabellen incomplete dossiers,101,1.0
101,21,W_Nabellen incomplete dossiers,76,0.009615384615384616
101,21,W_Nabellen incomplete dossiers,101,0.875
101,21,W_Nabellen incomplete dossiers,102,0.11538461538461539
102,21,W_Nabellen incomplete dossiers,76,0.0007062146892655367
102,21,W_Nabellen incomplete dossiers,77,0.009180790960451978
102,21,W_Nabellen incomplete dossiers,83,0.0007062146892655367
102,21,W_Nabellen incomplete dossiers,102,0.989406779661017
102,16,W_Valideren aanvraag,31,0.021052631578947368
102,16,W_Valideren aanvraag,55,0.968421052631579
102,16,W_Valideren aanvraag,75,0.010526315789473684
55,21,W_Nabellen incomplete dossiers,77,0.01818181818181818
55,21,W_Nabellen incomplete dossiers,102,0.9818181818181818
55,16,W_Valideren aanvraag,31,0.006211180124223602
55,16,W_Valideren aanvraag,55,0.9875776397515528
55,16,W_Valideren aanvraag,75,0.006211180124223602
55,13,A_APPROVED,52,1.0
52,14,O_ACCEPTED,51,1.0
51,15,A_ACTIVATED,54,1.0
54,12,A_REGISTERED,53,1.0
53,16,W_Valideren aanvraag,55,1.0
86,18,O_CANCELLED,29,0.11578947368421053
86,18,O_CANCELLED,92,0.8736842105263158
86,18,O_CANCELLED,159,0.010526315789473684
92,5,O_SELECTED,88,1.0
28,23,A_CANCELLED,98,1.0
98,18,O_CANCELLED,29,1.0
29,10,W_Nabellen offertes,28,1.0
34,16,W_Valideren aanvraag,31,1.0
49,23,A_CANCELLED,103,0.9941176470588236
49,23,A_CANCELLED,158,0.0058823529411764705
103,18,O_CANCELLED,104,1.0
104,17,archive_application,56,1.0
105,1,A_SUBMITTED,106,1.0
106,2,A_PARTLYSUBMITTED,107,1.0
107,3,A_PREACCEPTED,108,1.0
108,22,W_Afhandelen leads,109,1.0
109,9,W_Completeren aanvraag,110,0.9411764705882353
109,9,W_Completeren aanvraag,154,0.058823529411764705
110,4,A_ACCEPTED,111,1.0
111,5,O_SELECTED,112,1.0
112,6,A_FINALIZED,113,1.0
113,7,O_CREATED,114,1.0
114,8,O_SENT,115,1.0
115,9,W_Completeren aanvraag,110,1.0
110,10,W_Nabellen offertes,67,0.029850746268656716
110,10,W_Nabellen offertes,116,0.9253731343283582
110,10,W_Nabellen offertes,155,0.04477611940298507
116,10,W_Nabellen offertes,49,0.002785515320334262
116,10,W_Nabellen offertes,67,0.09192200557103064
116,10,W_Nabellen offertes,116,0.8662952646239555
116,10,W_Nabellen offertes,155,0.033426183844011144
116,10,W_Nabellen offertes,156,0.005571030640668524
67,10,W_Nabellen offertes,10,0.003992015968063872
67,10,W_Nabellen offertes,67,0.9840319361277445
67,10,W_Nabellen offertes,156,0.011976047904191617
67,23,A_CANCELLED,117,1.0
117,18,O_CANCELLED,118,1.0
118,17,archive_application,72,1.0
84,16,W_Valideren aanvraag,31,1.0
31,20,O_DECLINED,84,1.0
85,16,W_Valideren aanvraag,31,1.0
28,20,O_DECLINED,84,1.0
111,6,A_FINALIZED,113,1.0
113,5,O_SELECTED,112,1.0
112,7,O_CREATED,114,1.0
67,16,W_Valideren aanvraag,71,1.0
71,16,W_Valideren aanvraag,71,1.0
71,21,W_Nabellen incomplete dossiers,119,0.991304347826087
71,21,W_Nabellen incomplete dossiers,162,0.008695652173913044
119,18,O_CANCELLED,118,1.0
118,5,O_SELECTED,63,1.0
63,7,O_CREATED,65,1.0
66,21,W_Nabellen incomplete dossiers,119,1.0
119,21,W_Nabellen incomplete dossiers,77,0.002036659877800407
119,21,W_Nabellen incomplete dossiers,119,0.9979633401221996
119,11,O_SENT_BACK,68,1.0
68,21,W_Nabellen incomplete dossiers,119,1.0
119,14,O_ACCEPTED,120,1.0
120,13,A_APPROVED,121,1.0
121,12,A_REGISTERED,122,1.0
122,15,A_ACTIVATED,123,1.0
123,16,W_Valideren aanvraag,71,1.0
21,22,W_Afhandelen leads,97,0.006024096385542169
21,22,W_Afhandelen leads,124,0.9939759036144579
124,9,W_Completeren aanvraag,22,0.005154639175257732
124,9,W_Completeren aanvraag,86,0.9948453608247423
125,1,A_SUBMITTED,126,1.0
126,2,A_PARTLYSUBMITTED,127,1.0
127,3,A_PREACCEPTED,128,1.0
128,9,W_Completeren aanvraag,129,1.0
129,9,W_Completeren aanvraag,41,0.013100436681222707
129,9,W_Completeren aanvraag,129,0.982532751091703
129,9,W_Completeren aanvraag,154,0.004366812227074236
129,4,A_ACCEPTED,42,0.028169014084507043
129,4,A_ACCEPTED,130,0.971830985915493
130,5,O_SELECTED,131,1.0
131,6,A_FINALIZED,132,1.0
132,7,O_CREATED,133,1.0
133,8,O_SENT,134,1.0
134,9,W_Completeren aanvraag,129,1.0
129,18,O_CANCELLED,135,1.0
135,5,O_SELECTED,131,1.0
131,7,O_CREATED,133,1.0
134,10,W_Nabellen offertes,136,1.0
136,10,W_Nabellen offertes,48,0.05421686746987952
136,10,W_Nabellen offertes,49,0.046686746987951805
136,10,W_Nabellen offertes,116,0.012048192771084338
136,10,W_Nabellen offertes,136,0.8840361445783133
136,10,W_Nabellen offertes,155,0.0030120481927710845
116,11,O_SENT_BACK,68,0.21739130434782608
116,11,O_SENT_BACK,137,0.6956521739130435
116,11,O_SENT_BACK,182,0.08695652173913043
137,10,W_Nabellen offertes,116,1.0
116,16,W_Valideren aanvraag,138,0.9333333333333333
116,16,W_Valideren aanvraag,183,0.06666666666666667
138,21,W_Nabellen incomplete dossiers,139,1.0
139,21,W_Nabellen incomplete dossiers,77,0.007380073800738007
139,21,W_Nabellen incomplete dossiers,102,0.0036900369003690036
139,21,W_Nabellen incomplete dossiers,119,0.01845018450184502
139,21,W_Nabellen incomplete dossiers,139,0.966789667896679
139,21,W_Nabellen incomplete dossiers,184,0.0036900369003690036
139,16,W_Valideren aanvraag,138,1.0
78,12,A_REGISTERED,80,1.0
80,13,A_APPROVED,79,1.0
79,15,A_ACTIVATED,81,1.0
86,11,O_SENT_BACK,11,0.014184397163120567
86,11,O_SENT_BACK,30,0.8226950354609929
86,11,O_SENT_BACK,74,0.16312056737588654
40,22,W_Afhandelen leads,140,1.0
140,9,W_Completeren aanvraag,41,0.9847328244274809
140,9,W_Completeren aanvraag,86,0.015267175572519083
49,18,O_CANCELLED,104,0.9834254143646409
49,18,O_CANCELLED,157,0.016574585635359115
104,23,A_CANCELLED,103,1.0
103,17,archive_application,56,1.0
110,9,W_Completeren aanvraag,61,0.007518796992481203
110,9,W_Completeren aanvraag,110,0.9774436090225563
110,9,W_Completeren aanvraag,154,0.015037593984962405
67,18,O_CANCELLED,118,1.0
66,10,W_Nabellen offertes,67,1.0
129,10,W_Nabellen offertes,48,0.050505050505050504
129,10,W_Nabellen offertes,136,0.9393939393939394
129,10,W_Nabellen offertes,155,0.010101010101010102
136,11,O_SENT_BACK,99,0.09523809523809523
136,11,O_SENT_BACK,141,0.9047619047619048
141,10,W_Nabellen offertes,136,1.0
136,16,W_Valideren aanvraag,55,0.05
136,16,W_Valideren aanvraag,142,0.95
142,16,W_Valideren aanvraag,55,0.019230769230769232
142,16,W_Valideren aanvraag,100,0.019230769230769232
142,16,W_Valideren aanvraag,142,0.9615384615384616
142,21,W_Nabellen incomplete dossiers,101,0.037037037037037035
142,21,W_Nabellen incomplete dossiers,143,0.9629629629629629
143,21,W_Nabellen incomplete dossiers,101,0.021341463414634148
143,21,W_Nabellen incomplete dossiers,102,0.027439024390243903
143,21,W_Nabellen incomplete dossiers,143,0.9512195121951219
102,14,O_ACCEPTED,51,1.0
54,21,W_Nabellen incomplete dossiers,102,1.0
102,17,archive_application,56,1.0
3,9,W_Completeren aanvraag,9,1.0
9,4,A_ACCEPTED,4,1.0
9,11,O_SENT_BACK,11,0.9767441860465116
9,11,O_SENT_BACK,30,0.023255813953488372
12,16,W_Valideren aanvraag,16,1.0
22,23,A_CANCELLED,98,1.0
31,19,A_DECLINED,85,1.0
61,9,W_Completeren aanvraag,9,0.009009009009009009
61,9,W_Completeren aanvraag,61,0.990990990990991
118,23,A_CANCELLED,117,1.0
117,10,W_Nabellen offertes,67,1.0
67,17,archive_application,72,1.0
144,1,A_SUBMITTED,145,1.0
145,2,A_PARTLYSUBMITTED,146,1.0
146,3,A_PREACCEPTED,3,0.013888888888888888
146,3,A_PREACCEPTED,60,0.002777777777777778
146,3,A_PREACCEPTED,147,0.9833333333333333
147,22,W_Afhandelen leads,148,1.0
148,4,A_ACCEPTED,87,0.019230769230769232
148,4,A_ACCEPTED,149,0.9807692307692307
149,6,A_FINALIZED,150,1.0
150,5,O_SELECTED,151,1.0
151,7,O_CREATED,152,1.0
152,8,O_SENT,153,1.0
153,9,W_Completeren aanvraag,154,1.0
154,10,W_Nabellen offertes,10,0.11888111888111888
154,10,W_Nabellen offertes,67,0.03146853146853147
154,10,W_Nabellen offertes,73,0.01048951048951049
154,10,W_Nabellen offertes,155,0.8146853146853147
154,10,W_Nabellen offertes,156,0.024475524475524476
155,10,W_Nabellen offertes,10,0.04044750430292599
155,10,W_Nabellen offertes,48,0.0008605851979345956
155,10,W_Nabellen offertes,49,0.0008605851979345956
155,10,W_Nabellen offertes,67,0.025817555938037865
155,10,W_Nabellen offertes,73,0.0051635111876075735
155,10,W_Nabellen offertes,155,0.7495697074010327
155,10,W_Nabellen offertes,156,0.17728055077452667
156,10,W_Nabellen offertes,28,0.0011235955056179776
156,10,W_Nabellen offertes,155,0.0011235955056179776
156,10,W_Nabellen offertes,156,0.9977528089887641
156,18,O_CANCELLED,157,1.0
157,23,A_CANCELLED,158,1.0
158,17,archive_application,82,1.0
10,18,O_CANCELLED,29,0.03296703296703297
10,18,O_CANCELLED,157,0.02197802197802198
10,18,O_CANCELLED,159,0.945054945054945
159,23,A_CANCELLED,160,1.0
160,10,W_Nabellen offertes,10,1.0
10,17,archive_application,17,1.0
147,9,W_Completeren aanvraag,9,0.014388489208633094
147,9,W_Completeren aanvraag,61,0.007194244604316547
147,9,W_Completeren aanvraag,154,0.9784172661870504
154,9,W_Completeren aanvraag,9,0.010810810810810811
154,9,W_Completeren aanvraag,41,0.002702702702702703
154,9,W_Completeren aanvraag,86,0.002702702702702703
154,9,W_Completeren aanvraag,154,0.9837837837837838
154,4,A_ACCEPTED,4,0.009950248756218905
154,4,A_ACCEPTED,62,0.004975124378109453
154,4,A_ACCEPTED,149,0.9850746268656716
149,5,O_SELECTED,151,1.0
151,6,A_FINALIZED,150,1.0
150,7,O_CREATED,152,1.0
158,10,W_Nabellen offertes,156,1.0
156,17,archive_application,82,1.0
31,5,O_SELECTED,25,1.0
83,13,A_APPROVED,33,1.0
34,14,O_ACCEPTED,32,1.0
32,21,W_Nabellen incomplete dossiers,83,1.0
156,11,O_SENT_BACK,161,1.0
161,10,W_Nabellen offertes,156,1.0
156,15,A_ACTIVATED,81,1.0
81,13,A_APPROVED,79,1.0
80,14,O_ACCEPTED,78,1.0
78,16,W_Valideren aanvraag,75,1.0
31,12,A_REGISTERED,34,1.0
10,16,W_Valideren aanvraag,16,0.92
10,16,W_Valideren aanvraag,31,0.04363636363636364
10,16,W_Valideren aanvraag,71,0.01090909090909091
10,16,W_Valideren aanvraag,75,0.025454545454545455
16,16,W_Valideren aanvraag,16,0.9862385321100917
16,16,W_Valideren aanvraag,75,0.013761467889908258
16,21,W_Nabellen incomplete dossiers,162,1.0
162,21,W_Nabellen incomplete dossiers,77,0.008450704225352112
162,21,W_Nabellen incomplete dossiers,83,0.004225352112676056
162,21,W_Nabellen incomplete dossiers,162,0.9873239436619718
162,12,A_REGISTERED,12,1.0
14,13,A_APPROVED,13,1.0
128,4,A_ACCEPTED,130,1.0
136,18,O_CANCELLED,47,0.045454545454545456
136,18,O_CANCELLED,104,0.022727272727272728
136,18,O_CANCELLED,135,0.9318181818181818
136,5,O_SELECTED,44,0.07142857142857142
136,5,O_SELECTED,131,0.9047619047619048
136,5,O_SELECTED,164,0.023809523809523808
131,18,O_CANCELLED,135,1.0
135,7,O_CREATED,133,1.0
49,16,W_Valideren aanvraag,31,0.017094017094017096
49,16,W_Valideren aanvraag,55,0.9658119658119658
49,16,W_Valideren aanvraag,75,0.017094017094017096
52,15,A_ACTIVATED,54,1.0
54,14,O_ACCEPTED,51,1.0
51,12,A_REGISTERED,53,1.0
60,22,W_Afhandelen leads,163,1.0
163,9,W_Completeren aanvraag,61,1.0
61,5,O_SELECTED,63,1.0
63,18,O_CANCELLED,118,1.0
118,7,O_CREATED,65,1.0
119,20,O_DECLINED,70,1.0
70,19,A_DECLINED,69,1.0
69,16,W_Valideren aanvraag,71,1.0
96,9,W_Completeren aanvraag,22,1.0
35,21,W_Nabellen incomplete dossiers,83,1.0
28,13,A_APPROVED,33,1.0
33,14,O_ACCEPTED,32,1.0
147,4,A_ACCEPTED,4,0.01652892561983471
147,4,A_ACCEPTED,111,0.008264462809917356
147,4,A_ACCEPTED,149,0.9752066115702479
73,18,O_CANCELLED,29,0.14432989690721648
73,18,O_CANCELLED,92,0.7835051546391752
73,18,O_CANCELLED,104,0.020618556701030927
73,18,O_CANCELLED,157,0.041237113402061855
73,18,O_CANCELLED,159,0.010309278350515464
156,12,A_REGISTERED,80,1.0
96,4,A_ACCEPTED,23,1.0
48,18,O_CANCELLED,47,0.8450704225352113
48,18,O_CANCELLED,92,0.04225352112676056
48,18,O_CANCELLED,104,0.08450704225352113
48,18,O_CANCELLED,157,0.028169014084507043
47,5,O_SELECTED,44,1.0
46,16,W_Valideren aanvraag,100,1.0
101,18,O_CANCELLED,47,1.0
46,21,W_Nabellen incomplete dossiers,101,1.0
102,11,O_SENT_BACK,30,0.04
102,11,O_SENT_BACK,50,0.92
102,11,O_SENT_BACK,161,0.04
50,21,W_Nabellen incomplete dossiers,102,1.0
55,18,O_CANCELLED,104,1.0
104,5,O_SELECTED,164,1.0
164,7,O_CREATED,165,1.0
165,8,O_SENT,166,1.0
166,21,W_Nabellen incomplete dossiers,102,1.0
28,15,A_ACTIVATED,35,1.0
32,16,W_Valideren aanvraag,31,1.0
9,9,W_Completeren aanvraag,9,0.9947916666666666
9,9,W_Completeren aanvraag,61,0.005208333333333333
10,14,O_ACCEPTED,14,0.9473684210526315
10,14,O_ACCEPTED,32,0.03508771929824561
10,14,O_ACCEPTED,78,0.017543859649122806
14,12,A_REGISTERED,12,1.0
108,9,W_Completeren aanvraag,110,1.0
110,5,O_SELECTED,112,1.0
112,18,O_CANCELLED,167,1.0
167,7,O_CREATED,114,1.0
115,10,W_Nabellen offertes,116,1.0
117,17,archive_application,72,1.0
83,18,O_CANCELLED,29,1.0
98,21,W_Nabellen incomplete dossiers,83,1.0
9,18,O_CANCELLED,159,1.0
159,5,O_SELECTED,5,1.0
8,10,W_Nabellen offertes,10,1.0
156,16,W_Valideren aanvraag,55,0.007462686567164179
156,16,W_Valideren aanvraag,75,0.9925373134328358
77,20,O_DECLINED,168,1.0
168,19,A_DECLINED,169,1.0
169,21,W_Nabellen incomplete dossiers,77,1.0
77,17,archive_application,82,1.0
162,15,A_ACTIVATED,15,1.0
15,13,A_APPROVED,13,1.0
83,19,A_DECLINED,85,1.0
39,22,W_Afhandelen leads,124,0.034482758620689655
39,22,W_Afhandelen leads,140,0.9655172413793104
140,3,A_PREACCEPTED,40,1.0
102,13,A_APPROVED,52,1.0
60,4,A_ACCEPTED,62,1.0
61,11,O_SENT_BACK,68,1.0
