case_id;prefix_nr;prefix;probability;alarm;duration_seconds;time_label;variant
208337;32;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > W_Afhandelen leads > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag > A_ACCEPTED > A_FINALIZED > O_SELECTED > O_CREATED > O_SENT > W_Completeren aanvraag > W_Nabellen offertes > W_Nabellen offertes > O_SENT_BACK > W_Nabellen offertes > W_Valideren aanvraag > W_Valideren aanvraag > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Valideren aanvraag > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Valideren aanvraag > A_ACTIVATED;0.82;1;2011155.559;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Afhandelen leads|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|W_Valideren aanvraag|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Valideren aanvraag|A_ACTIVATED|A_APPROVED|A_REGISTERED|O_ACCEPTED|W_Valideren aanvraag
205791;18;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > W_Completeren aanvraag > W_Completeren aanvraag > A_ACCEPTED > A_FINALIZED > O_SELECTED > O_CREATED > O_SENT > W_Completeren aanvraag > W_Nabellen offertes > W_Nabellen offertes > W_Nabellen offertes > W_Nabellen offertes > W_Nabellen offertes > W_Nabellen offertes > A_CANCELLED;0.82;1;2047876.276;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Completeren aanvraag|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|A_CANCELLED|O_CANCELLED|W_Nabellen offertes
208379;12;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > A_ACCEPTED > A_FINALIZED > O_SELECTED > O_CREATED > O_SENT > W_Completeren aanvraag > W_Nabellen offertes > W_Nabellen offertes > W_Nabellen offertes;0.818;1;2667899.869;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|A_CANCELLED|O_CANCELLED
206050;10;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > W_Completeren aanvraag > W_Completeren aanvraag > A_ACCEPTED > A_FINALIZED > O_SELECTED > O_CREATED > O_SENT;0.816;1;2722750.099;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Completeren aanvraag|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|A_CANCELLED|O_CANCELLED|W_Nabellen offertes
207440;7;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag > A_ACCEPTED;0.816;1;2320431.139;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|W_Nabellen offertes|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|A_APPROVED|O_ACCEPTED|A_ACTIVATED|A_REGISTERED|W_Valideren aanvraag
210866;14;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > W_Afhandelen leads > W_Completeren aanvraag > A_ACCEPTED > A_FINALIZED > O_SELECTED > O_CREATED > O_SENT > W_Completeren aanvraag > W_Nabellen offertes > W_Nabellen offertes > W_Nabellen offertes;0.814;1;2068236.572;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Afhandelen leads|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|A_CANCELLED|O_CANCELLED|W_Nabellen offertes
204742;17;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > W_Afhandelen leads > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag > A_ACCEPTED > A_FINALIZED > O_SELECTED > O_CREATED > O_SENT > W_Completeren aanvraag > O_CANCELLED > O_SELECTED > O_CREATED;0.814;1;3204372.913;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Afhandelen leads|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Nabellen offertes|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|W_Valideren aanvraag|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|O_SENT_BACK|W_Nabellen incomplete dossiers|W_Valideren aanvraag|A_APPROVED|O_ACCEPTED|A_ACTIVATED|A_REGISTERED|W_Valideren aanvraag
208655;13;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > W_Completeren aanvraag > W_Completeren aanvraag > A_ACCEPTED > A_FINALIZED > O_SELECTED > O_CREATED > O_SENT > W_Completeren aanvraag > O_CANCELLED > O_SELECTED;0.81;1;1937915.69;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Completeren aanvraag|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Nabellen offertes|W_Nabellen offertes|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|A_ACTIVATED|A_APPROVED|A_REGISTERED|O_ACCEPTED|W_Valideren aanvraag
205468;6;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag;0.804;1;2301085.948;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|W_Valideren aanvraag|A_ACTIVATED|A_APPROVED|A_REGISTERED|O_ACCEPTED|W_Valideren aanvraag
209661;14;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > A_ACCEPTED > A_FINALIZED > O_SELECTED > O_CREATED > O_SENT > W_Completeren aanvraag > W_Nabellen offertes > W_Nabellen offertes > W_Nabellen offertes > W_Nabellen offertes > O_SENT_BACK;0.8;1;2270143.784;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|W_Valideren aanvraag|W_Valideren aanvraag|W_Nabellen incomplete dossiers|A_CANCELLED|O_CANCELLED|W_Nabellen incomplete dossiers
204841;10;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > W_Afhandelen leads > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag > A_ACCEPTED > A_FINALIZED > O_SELECTED;0.8;1;2202116.865;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Afhandelen leads|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Valideren aanvraag|W_Valideren aanvraag|W_Valideren aanvraag|W_Valideren aanvraag|A_APPROVED|O_ACCEPTED|A_ACTIVATED|A_REGISTERED|W_Valideren aanvraag
209706;12;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > W_Completeren aanvraag > A_ACCEPTED > A_FINALIZED > O_SELECTED > O_CREATED > O_SENT > W_Completeren aanvraag > W_Nabellen offertes > W_Nabellen offertes;0.796;1;2224935.72;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Valideren aanvraag|W_Valideren aanvraag|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Valideren aanvraag|A_DECLINED|O_DECLINED|W_Valideren aanvraag
205864;33;A_SUBMITTED > A_PARTLYSUBMITTED > W_Afhandelen leads > W_Afhandelen leads > A_PREACCEPTED > W_Afhandelen leads > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag > A_ACCEPTED > O_SELECTED > A_FINALIZED > O_CREATED > O_SENT > W_Completeren aanvraag > W_Nabellen offertes > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag > W_Nabellen offertes > W_Completeren aanvraag;0.796;1;3016579.878;high;A_SUBMITTED|A_PARTLYSUBMITTED|W_Afhandelen leads|W_Afhandelen leads|A_PREACCEPTED|W_Afhandelen leads|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|A_ACCEPTED|O_SELECTED|A_FINALIZED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Nabellen offertes|W_Completeren aanvraag|W_Nabellen offertes|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|A_CANCELLED|O_CANCELLED
207605;17;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > W_Completeren aanvraag > A_ACCEPTED > A_FINALIZED > O_SELECTED > O_CREATED > O_SENT > W_Completeren aanvraag > O_CANCELLED > O_SELECTED > O_CREATED > O_SENT > W_Nabellen offertes > O_CANCELLED > O_SELECTED;0.784;1;2840155.261;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Nabellen offertes|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|W_Valideren aanvraag|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Valideren aanvraag|A_ACTIVATED|A_APPROVED|A_REGISTERED|O_ACCEPTED|W_Nabellen incomplete dossiers
