state,action_index,action,next_state,probability
20,4,Start trip,17,1.0
17,8,Declaration FINAL_APPROVED by SUPERVISOR,22,1.0
57,6,Declaration SUBMITTED by EMPLOYEE,58,1.0
58,8,Declaration FINAL_APPROVED by SUPERVISOR,59,1.0
59,9,Request Payment,60,1.0
60,10,Payment Handled,61,1.0
61,4,Start trip,62,1.0
62,5,End trip,63,1.0
63,11,archive_application,64,1.0
65,6,Declaration SUBMITTED by EMPLOYEE,66,1.0
66,28,Declaration REJECTED by PRE_APPROVER,67,1.0
67,15,Declaration REJECTED by EMPLOYEE,68,1.0
68,6,Declaration SUBMITTED by EMPLOYEE,66,1.0
66,29,Declaration APPROVED by PRE_APPROVER,69,1.0
69,8,Declaration FINAL_APPROVED by SUPERVISOR,70,1.0
70,9,Request Payment,71,1.0
71,10,Payment Handled,72,1.0
72,4,Start trip,73,1.0
73,5,End trip,74,1.0
74,11,archive_application,75,1.0
69,23,Declaration REJECTED by SUPERVISOR,76,1.0
76,15,Declaration REJECTED by EMPLOYEE,68,1.0
66,23,Declaration REJECTED by SUPERVISOR,76,1.0
66,8,Declaration FINAL_APPROVED by SUPERVISOR,70,1.0
70,30,Declaration REJECTED by MISSING,77,1.0
77,6,Declaration SUBMITTED by EMPLOYEE,66,1.0
58,29,Declaration APPROVED by PRE_APPROVER,78,1.0
78,8,Declaration FINAL_APPROVED by SUPERVISOR,59,1.0
58,26,Declaration APPROVED by SUPERVISOR,79,1.0
79,27,Declaration FINAL_APPROVED by DIRECTOR,80,1.0
80,9,Request Payment,60,1.0
57,25,Declaration SAVED by EMPLOYEE,81,1.0
81,4,Start trip,62,1.0
58,23,Declaration REJECTED by SUPERVISOR,82,1.0
82,15,Declaration REJECTED by EMPLOYEE,83,1.0
83,6,Declaration SUBMITTED by EMPLOYEE,58,1.0
59,30,Declaration REJECTED by MISSING,84,1.0
84,4,Start trip,62,1.0
78,26,Declaration APPROVED by SUPERVISOR,79,1.0
84,6,Declaration SUBMITTED by EMPLOYEE,58,1.0
58,14,Declaration REJECTED by ADMINISTRATION,85,1.0
85,15,Declaration REJECTED by EMPLOYEE,83,1.0
83,4,Start trip,62,1.0
58,7,Declaration APPROVED by ADMINISTRATION,86,1.0
86,13,Declaration APPROVED by BUDGET OWNER,87,1.0
87,8,Declaration FINAL_APPROVED by SUPERVISOR,59,1.0
86,8,Declaration FINAL_APPROVED by SUPERVISOR,59,1.0
66,14,Declaration REJECTED by ADMINISTRATION,88,1.0
88,15,Declaration REJECTED by EMPLOYEE,68,1.0
66,7,Declaration APPROVED by ADMINISTRATION,89,1.0
89,8,Declaration FINAL_APPROVED by SUPERVISOR,70,1.0
86,26,Declaration APPROVED by SUPERVISOR,79,1.0
89,23,Declaration REJECTED by SUPERVISOR,76,1.0
89,13,Declaration APPROVED by BUDGET OWNER,90,1.0
90,8,Declaration FINAL_APPROVED by SUPERVISOR,70,1.0
68,4,Start trip,73,1.0
73,6,Declaration SUBMITTED by EMPLOYEE,66,1.0
70,5,End trip,74,1.0
74,9,Request Payment,71,1.0
72,11,archive_application,75,1.0
85,4,Start trip,62,1.0
63,15,Declaration REJECTED by EMPLOYEE,83,1.0
83,11,archive_application,64,1.0
87,23,Declaration REJECTED by SUPERVISOR,82,1.0
65,4,Start trip,73,1.0
74,6,Declaration SUBMITTED by EMPLOYEE,66,1.0
90,23,Declaration REJECTED by SUPERVISOR,76,1.0
89,26,Declaration APPROVED by SUPERVISOR,91,1.0
91,27,Declaration FINAL_APPROVED by DIRECTOR,92,1.0
92,9,Request Payment,71,1.0
59,4,Start trip,62,1.0
63,10,Payment Handled,61,1.0
61,9,Request Payment,60,1.0
60,11,archive_application,64,1.0
90,26,Declaration APPROVED by SUPERVISOR,91,1.0
87,26,Declaration APPROVED by SUPERVISOR,79,1.0
57,4,Start trip,62,1.0
63,6,Declaration SUBMITTED by EMPLOYEE,58,1.0
61,11,archive_application,64,1.0
63,9,Request Payment,60,1.0
90,5,End trip,74,1.0
74,8,Declaration FINAL_APPROVED by SUPERVISOR,70,1.0
88,4,Start trip,73,1.0
74,15,Declaration REJECTED by EMPLOYEE,68,1.0
66,4,Start trip,73,1.0
73,14,Declaration REJECTED by ADMINISTRATION,88,1.0
68,5,End trip,74,1.0
86,4,Start trip,62,1.0
62,13,Declaration APPROVED by BUDGET OWNER,87,1.0
87,5,End trip,63,1.0
63,8,Declaration FINAL_APPROVED by SUPERVISOR,59,1.0
63,25,Declaration SAVED by EMPLOYEE,81,1.0
81,11,archive_application,64,1.0
62,9,Request Payment,60,1.0
61,5,End trip,63,1.0
73,15,Declaration REJECTED by EMPLOYEE,68,1.0
89,5,End trip,74,1.0
74,13,Declaration APPROVED by BUDGET OWNER,90,1.0
60,4,Start trip,62,1.0
62,10,Payment Handled,61,1.0
74,7,Declaration APPROVED by ADMINISTRATION,89,1.0
89,17,Declaration REJECTED by BUDGET OWNER,93,1.0
93,15,Declaration REJECTED by EMPLOYEE,68,1.0
21,23,Declaration REJECTED by SUPERVISOR,46,1.0
37,18,Permit APPROVED by SUPERVISOR,53,1.0
54,4,Start trip,39,1.0
43,6,Declaration SUBMITTED by EMPLOYEE,41,1.0
28,16,Send Reminder,28,1.0
38,5,End trip,40,1.0
40,16,Send Reminder,94,1.0
94,25,Declaration SAVED by EMPLOYEE,48,1.0
40,1,Permit SUBMITTED by EMPLOYEE,36,1.0
54,25,Declaration SAVED by EMPLOYEE,48,1.0
13,4,Start trip,17,1.0
18,2,Permit APPROVED by ADMINISTRATION,14,1.0
94,6,Declaration SUBMITTED by EMPLOYEE,41,1.0
51,23,Declaration REJECTED by SUPERVISOR,56,1.0
22,5,End trip,18,1.0
18,9,Request Payment,23,1.0
13,5,End trip,18,1.0
30,4,Start trip,17,1.0
17,19,Permit FINAL_APPROVED by DIRECTOR,31,1.0
47,4,Start trip,17,1.0
17,21,Permit REJECTED by EMPLOYEE,33,1.0
65,1,Permit SUBMITTED by EMPLOYEE,95,1.0
95,2,Permit APPROVED by ADMINISTRATION,96,1.0
96,12,Permit APPROVED by BUDGET OWNER,97,1.0
97,3,Permit FINAL_APPROVED by SUPERVISOR,98,1.0
98,4,Start trip,73,1.0
97,18,Permit APPROVED by SUPERVISOR,99,1.0
99,19,Permit FINAL_APPROVED by DIRECTOR,100,1.0
100,4,Start trip,73,1.0
74,16,Send Reminder,101,1.0
101,6,Declaration SUBMITTED by EMPLOYEE,66,1.0
96,3,Permit FINAL_APPROVED by SUPERVISOR,98,1.0
36,24,Permit REJECTED by ADMINISTRATION,102,1.0
102,21,Permit REJECTED by EMPLOYEE,103,1.0
103,1,Permit SUBMITTED by EMPLOYEE,36,1.0
97,4,Start trip,73,1.0
73,3,Permit FINAL_APPROVED by SUPERVISOR,98,1.0
98,5,End trip,74,1.0
96,4,Start trip,73,1.0
74,3,Permit FINAL_APPROVED by SUPERVISOR,98,1.0
98,6,Declaration SUBMITTED by EMPLOYEE,66,1.0
74,1,Permit SUBMITTED by EMPLOYEE,95,1.0
73,1,Permit SUBMITTED by EMPLOYEE,95,1.0
97,5,End trip,74,1.0
74,20,Permit REJECTED by SUPERVISOR,104,1.0
104,21,Permit REJECTED by EMPLOYEE,105,1.0
105,1,Permit SUBMITTED by EMPLOYEE,95,1.0
98,16,Send Reminder,101,1.0
96,18,Permit APPROVED by SUPERVISOR,99,1.0
99,4,Start trip,73,1.0
74,19,Permit FINAL_APPROVED by DIRECTOR,100,1.0
100,6,Declaration SUBMITTED by EMPLOYEE,66,1.0
96,16,Send Reminder,101,1.0
101,3,Permit FINAL_APPROVED by SUPERVISOR,98,1.0
43,25,Declaration SAVED by EMPLOYEE,48,1.0
73,12,Permit APPROVED by BUDGET OWNER,97,1.0
96,20,Permit REJECTED by SUPERVISOR,104,1.0
73,7,Declaration APPROVED by ADMINISTRATION,89,1.0
93,5,End trip,74,1.0
21,4,Start trip,17,1.0
66,5,End trip,74,1.0
99,5,End trip,74,1.0
97,16,Send Reminder,101,1.0
95,4,Start trip,73,1.0
74,2,Permit APPROVED by ADMINISTRATION,96,1.0
95,24,Permit REJECTED by ADMINISTRATION,106,1.0
106,21,Permit REJECTED by EMPLOYEE,105,1.0
97,20,Permit REJECTED by SUPERVISOR,104,1.0
73,19,Permit FINAL_APPROVED by DIRECTOR,100,1.0
100,5,End trip,74,1.0
53,4,Start trip,39,1.0
39,19,Permit FINAL_APPROVED by DIRECTOR,54,1.0
54,5,End trip,40,1.0
37,20,Permit REJECTED by SUPERVISOR,107,1.0
107,21,Permit REJECTED by EMPLOYEE,103,1.0
88,5,End trip,74,1.0
74,12,Permit APPROVED by BUDGET OWNER,97,1.0
39,3,Permit FINAL_APPROVED by SUPERVISOR,38,1.0
74,14,Declaration REJECTED by ADMINISTRATION,88,1.0
72,5,End trip,74,1.0
70,4,Start trip,73,1.0
63,1,Permit SUBMITTED by EMPLOYEE,108,1.0
108,2,Permit APPROVED by ADMINISTRATION,109,1.0
109,3,Permit FINAL_APPROVED by SUPERVISOR,110,1.0
110,6,Declaration SUBMITTED by EMPLOYEE,58,1.0
86,23,Declaration REJECTED by SUPERVISOR,82,1.0
38,25,Declaration SAVED by EMPLOYEE,48,1.0
48,4,Start trip,39,1.0
57,1,Permit SUBMITTED by EMPLOYEE,108,1.0
109,12,Permit APPROVED by BUDGET OWNER,111,1.0
111,3,Permit FINAL_APPROVED by SUPERVISOR,110,1.0
110,4,Start trip,62,1.0
96,22,Permit REJECTED by BUDGET OWNER,112,1.0
112,21,Permit REJECTED by EMPLOYEE,105,1.0
111,18,Permit APPROVED by SUPERVISOR,113,1.0
113,19,Permit FINAL_APPROVED by DIRECTOR,114,1.0
114,4,Start trip,62,1.0
85,6,Declaration SUBMITTED by EMPLOYEE,58,1.0
91,31,Declaration REJECTED by DIRECTOR,115,1.0
115,15,Declaration REJECTED by EMPLOYEE,68,1.0
62,1,Permit SUBMITTED by EMPLOYEE,108,1.0
110,5,End trip,63,1.0
63,16,Send Reminder,116,1.0
116,6,Declaration SUBMITTED by EMPLOYEE,58,1.0
101,16,Send Reminder,101,1.0
56,11,archive_application,44,1.0
88,6,Declaration SUBMITTED by EMPLOYEE,66,1.0
114,6,Declaration SUBMITTED by EMPLOYEE,58,1.0
62,15,Declaration REJECTED by EMPLOYEE,83,1.0
83,5,End trip,63,1.0
96,5,End trip,74,1.0
117,1,Permit SUBMITTED by EMPLOYEE,118,1.0
118,2,Permit APPROVED by ADMINISTRATION,119,1.0
119,12,Permit APPROVED by BUDGET OWNER,120,1.0
120,3,Permit FINAL_APPROVED by SUPERVISOR,121,1.0
121,4,Start trip,122,1.0
122,5,End trip,123,1.0
123,6,Declaration SUBMITTED by EMPLOYEE,124,1.0
124,7,Declaration APPROVED by ADMINISTRATION,125,1.0
125,13,Declaration APPROVED by BUDGET OWNER,126,1.0
126,8,Declaration FINAL_APPROVED by SUPERVISOR,127,1.0
127,9,Request Payment,128,1.0
128,10,Payment Handled,129,1.0
129,11,archive_application,130,1.0
119,3,Permit FINAL_APPROVED by SUPERVISOR,121,1.0
125,8,Declaration FINAL_APPROVED by SUPERVISOR,127,1.0
124,14,Declaration REJECTED by ADMINISTRATION,131,1.0
131,15,Declaration REJECTED by EMPLOYEE,132,1.0
132,6,Declaration SUBMITTED by EMPLOYEE,124,1.0
117,4,Start trip,122,1.0
123,1,Permit SUBMITTED by EMPLOYEE,118,1.0
121,6,Declaration SUBMITTED by EMPLOYEE,124,1.0
119,4,Start trip,122,1.0
123,3,Permit FINAL_APPROVED by SUPERVISOR,121,1.0
119,18,Permit APPROVED by SUPERVISOR,133,1.0
133,19,Permit FINAL_APPROVED by DIRECTOR,134,1.0
134,4,Start trip,122,1.0
120,18,Permit APPROVED by SUPERVISOR,133,1.0
125,26,Declaration APPROVED by SUPERVISOR,135,1.0
135,27,Declaration FINAL_APPROVED by DIRECTOR,136,1.0
136,9,Request Payment,128,1.0
119,22,Permit REJECTED by BUDGET OWNER,137,1.0
137,21,Permit REJECTED by EMPLOYEE,138,1.0
138,1,Permit SUBMITTED by EMPLOYEE,118,1.0
122,1,Permit SUBMITTED by EMPLOYEE,118,1.0
121,5,End trip,123,1.0
123,16,Send Reminder,139,1.0
139,6,Declaration SUBMITTED by EMPLOYEE,124,1.0
121,16,Send Reminder,139,1.0
123,12,Permit APPROVED by BUDGET OWNER,120,1.0
124,4,Start trip,122,1.0
123,7,Declaration APPROVED by ADMINISTRATION,125,1.0
122,6,Declaration SUBMITTED by EMPLOYEE,124,1.0
131,5,End trip,123,1.0
123,15,Declaration REJECTED by EMPLOYEE,132,1.0
118,24,Permit REJECTED by ADMINISTRATION,140,1.0
140,21,Permit REJECTED by EMPLOYEE,138,1.0
129,4,Start trip,122,1.0
123,11,archive_application,130,1.0
119,20,Permit REJECTED by SUPERVISOR,141,1.0
141,21,Permit REJECTED by EMPLOYEE,138,1.0
125,17,Declaration REJECTED by BUDGET OWNER,142,1.0
142,15,Declaration REJECTED by EMPLOYEE,132,1.0
120,5,End trip,123,1.0
119,5,End trip,123,1.0
125,5,End trip,123,1.0
123,8,Declaration FINAL_APPROVED by SUPERVISOR,127,1.0
126,26,Declaration APPROVED by SUPERVISOR,135,1.0
122,3,Permit FINAL_APPROVED by SUPERVISOR,121,1.0
128,5,End trip,123,1.0
123,10,Payment Handled,129,1.0
122,12,Permit APPROVED by BUDGET OWNER,120,1.0
128,4,Start trip,122,1.0
122,10,Payment Handled,129,1.0
129,5,End trip,123,1.0
109,4,Start trip,62,1.0
62,12,Permit APPROVED by BUDGET OWNER,111,1.0
111,5,End trip,63,1.0
63,3,Permit FINAL_APPROVED by SUPERVISOR,110,1.0
110,16,Send Reminder,116,1.0
139,16,Send Reminder,139,1.0
120,4,Start trip,122,1.0
111,4,Start trip,62,1.0
62,3,Permit FINAL_APPROVED by SUPERVISOR,110,1.0
125,23,Declaration REJECTED by SUPERVISOR,143,1.0
143,15,Declaration REJECTED by EMPLOYEE,132,1.0
123,13,Declaration APPROVED by BUDGET OWNER,126,1.0
126,5,End trip,123,1.0
122,18,Permit APPROVED by SUPERVISOR,133,1.0
134,5,End trip,123,1.0
108,24,Permit REJECTED by ADMINISTRATION,144,1.0
144,21,Permit REJECTED by EMPLOYEE,145,1.0
145,1,Permit SUBMITTED by EMPLOYEE,108,1.0
134,6,Declaration SUBMITTED by EMPLOYEE,124,1.0
124,5,End trip,123,1.0
126,4,Start trip,122,1.0
123,20,Permit REJECTED by SUPERVISOR,141,1.0
120,19,Permit FINAL_APPROVED by DIRECTOR,134,1.0
134,18,Permit APPROVED by SUPERVISOR,133,1.0
133,4,Start trip,122,1.0
123,18,Permit APPROVED by SUPERVISOR,133,1.0
122,14,Declaration REJECTED by ADMINISTRATION,131,1.0
132,5,End trip,123,1.0
131,6,Declaration SUBMITTED by EMPLOYEE,124,1.0
59,10,Payment Handled,61,1.0
62,6,Declaration SUBMITTED by EMPLOYEE,58,1.0
123,14,Declaration REJECTED by ADMINISTRATION,131,1.0
146,4,Start trip,147,1.0
147,5,End trip,148,1.0
148,1,Permit SUBMITTED by EMPLOYEE,149,1.0
149,2,Permit APPROVED by ADMINISTRATION,150,1.0
150,3,Permit FINAL_APPROVED by SUPERVISOR,151,1.0
151,6,Declaration SUBMITTED by EMPLOYEE,152,1.0
152,7,Declaration APPROVED by ADMINISTRATION,153,1.0
153,8,Declaration FINAL_APPROVED by SUPERVISOR,154,1.0
154,9,Request Payment,155,1.0
155,10,Payment Handled,156,1.0
156,11,archive_application,157,1.0
146,1,Permit SUBMITTED by EMPLOYEE,149,1.0
150,12,Permit APPROVED by BUDGET OWNER,158,1.0
158,3,Permit FINAL_APPROVED by SUPERVISOR,151,1.0
151,4,Start trip,147,1.0
148,6,Declaration SUBMITTED by EMPLOYEE,152,1.0
152,14,Declaration REJECTED by ADMINISTRATION,159,1.0
159,15,Declaration REJECTED by EMPLOYEE,160,1.0
160,6,Declaration SUBMITTED by EMPLOYEE,152,1.0
153,13,Declaration APPROVED by BUDGET OWNER,161,1.0
161,8,Declaration FINAL_APPROVED by SUPERVISOR,154,1.0
148,16,Send Reminder,162,1.0
162,6,Declaration SUBMITTED by EMPLOYEE,152,1.0
150,18,Permit APPROVED by SUPERVISOR,163,1.0
163,19,Permit FINAL_APPROVED by DIRECTOR,164,1.0
164,4,Start trip,147,1.0
147,6,Declaration SUBMITTED by EMPLOYEE,152,1.0
154,5,End trip,148,1.0
148,9,Request Payment,155,1.0
153,26,Declaration APPROVED by SUPERVISOR,165,1.0
165,27,Declaration FINAL_APPROVED by DIRECTOR,166,1.0
166,9,Request Payment,155,1.0
150,4,Start trip,147,1.0
148,12,Permit APPROVED by BUDGET OWNER,158,1.0
150,16,Send Reminder,162,1.0
162,3,Permit FINAL_APPROVED by SUPERVISOR,151,1.0
156,4,Start trip,147,1.0
148,11,archive_application,157,1.0
158,18,Permit APPROVED by SUPERVISOR,163,1.0
153,23,Declaration REJECTED by SUPERVISOR,167,1.0
167,15,Declaration REJECTED by EMPLOYEE,160,1.0
149,24,Permit REJECTED by ADMINISTRATION,168,1.0
168,21,Permit REJECTED by EMPLOYEE,169,1.0
169,1,Permit SUBMITTED by EMPLOYEE,149,1.0
147,1,Permit SUBMITTED by EMPLOYEE,149,1.0
150,5,End trip,148,1.0
148,3,Permit FINAL_APPROVED by SUPERVISOR,151,1.0
147,12,Permit APPROVED by BUDGET OWNER,158,1.0
151,5,End trip,148,1.0
153,4,Start trip,147,1.0
147,8,Declaration FINAL_APPROVED by SUPERVISOR,154,1.0
156,5,End trip,148,1.0
153,17,Declaration REJECTED by BUDGET OWNER,170,1.0
170,15,Declaration REJECTED by EMPLOYEE,160,1.0
150,22,Permit REJECTED by BUDGET OWNER,171,1.0
171,21,Permit REJECTED by EMPLOYEE,169,1.0
164,6,Declaration SUBMITTED by EMPLOYEE,152,1.0
152,4,Start trip,147,1.0
148,7,Declaration APPROVED by ADMINISTRATION,153,1.0
147,20,Permit REJECTED by SUPERVISOR,172,1.0
172,21,Permit REJECTED by EMPLOYEE,169,1.0
158,4,Start trip,147,1.0
148,14,Declaration REJECTED by ADMINISTRATION,159,1.0
158,16,Send Reminder,162,1.0
173,1,Permit SUBMITTED by EMPLOYEE,174,1.0
174,2,Permit APPROVED by ADMINISTRATION,175,1.0
175,3,Permit FINAL_APPROVED by SUPERVISOR,176,1.0
176,4,Start trip,177,1.0
177,5,End trip,178,1.0
178,6,Declaration SUBMITTED by EMPLOYEE,179,1.0
179,14,Declaration REJECTED by ADMINISTRATION,180,1.0
180,15,Declaration REJECTED by EMPLOYEE,181,1.0
181,11,archive_application,182,1.0
151,16,Send Reminder,162,1.0
173,4,Start trip,177,1.0
177,1,Permit SUBMITTED by EMPLOYEE,174,1.0
176,5,End trip,178,1.0
176,6,Declaration SUBMITTED by EMPLOYEE,179,1.0
180,5,End trip,178,1.0
178,15,Declaration REJECTED by EMPLOYEE,181,1.0
153,5,End trip,148,1.0
148,8,Declaration FINAL_APPROVED by SUPERVISOR,154,1.0
155,4,Start trip,147,1.0
147,10,Payment Handled,156,1.0
177,6,Declaration SUBMITTED by EMPLOYEE,179,1.0
179,5,End trip,178,1.0
178,14,Declaration REJECTED by ADMINISTRATION,180,1.0
147,3,Permit FINAL_APPROVED by SUPERVISOR,151,1.0
155,5,End trip,148,1.0
148,10,Payment Handled,156,1.0
161,4,Start trip,147,1.0
175,12,Permit APPROVED by BUDGET OWNER,183,1.0
183,18,Permit APPROVED by SUPERVISOR,184,1.0
184,19,Permit FINAL_APPROVED by DIRECTOR,185,1.0
185,4,Start trip,177,1.0
161,26,Declaration APPROVED by SUPERVISOR,165,1.0
148,13,Declaration APPROVED by BUDGET OWNER,161,1.0
152,5,End trip,148,1.0
161,23,Declaration REJECTED by SUPERVISOR,167,1.0
158,20,Permit REJECTED by SUPERVISOR,172,1.0
183,3,Permit FINAL_APPROVED by SUPERVISOR,176,1.0
159,6,Declaration SUBMITTED by EMPLOYEE,152,1.0
162,16,Send Reminder,162,1.0
169,4,Start trip,147,1.0
175,4,Start trip,177,1.0
177,3,Permit FINAL_APPROVED by SUPERVISOR,176,1.0
150,20,Permit REJECTED by SUPERVISOR,172,1.0
181,6,Declaration SUBMITTED by EMPLOYEE,179,1.0
179,7,Declaration APPROVED by ADMINISTRATION,186,1.0
186,13,Declaration APPROVED by BUDGET OWNER,187,1.0
187,23,Declaration REJECTED by SUPERVISOR,188,1.0
188,15,Declaration REJECTED by EMPLOYEE,181,1.0
183,4,Start trip,177,1.0
178,25,Declaration SAVED by EMPLOYEE,189,1.0
189,11,archive_application,182,1.0
161,5,End trip,148,1.0
148,18,Permit APPROVED by SUPERVISOR,163,1.0
164,16,Send Reminder,162,1.0
159,5,End trip,148,1.0
148,15,Declaration REJECTED by EMPLOYEE,160,1.0
175,18,Permit APPROVED by SUPERVISOR,184,1.0
186,26,Declaration APPROVED by SUPERVISOR,190,1.0
190,27,Declaration FINAL_APPROVED by DIRECTOR,191,1.0
191,9,Request Payment,192,1.0
192,10,Payment Handled,193,1.0
193,11,archive_application,182,1.0
178,1,Permit SUBMITTED by EMPLOYEE,174,1.0
186,8,Declaration FINAL_APPROVED by SUPERVISOR,194,1.0
194,9,Request Payment,192,1.0
175,20,Permit REJECTED by SUPERVISOR,195,1.0
195,21,Permit REJECTED by EMPLOYEE,196,1.0
196,1,Permit SUBMITTED by EMPLOYEE,174,1.0
187,8,Declaration FINAL_APPROVED by SUPERVISOR,194,1.0
176,16,Send Reminder,197,1.0
