state,last_action_name,Permit TaskNumber,Permit OrganizationalEntity,Resource,Role,DeclarationNumber,Permit travel permit number,travel permit number,Permit BudgetNumber,Permit ProjectNumber,Permit ID,Permit id,BudgetNumber,Amount,RequestedAmount,OriginalAmount,Permit RequestedBudget,AdjustedAmount,execution_time_minutes,initial
10,Payment Handled,task 427,organizational unit 65455,SYSTEM,UNDEFINED,3432.056818181818,3275.9867424242425,3352.9867424242425,117.06439393939394,278.10795454545456,3344.217803030303,3276.217803030303,353.7443181818182,826.991460626247,826.991460626247,826.991460626247,1498.9305517546286,826.9914606262469,133284.50047348486,False
11,archive_application,task 427,organizational unit 65455,SYSTEM,UNDEFINED,3455.8492647058824,3270.7757352941176,3347.78125,117.00735294117646,277.9117647058824,3338.9944852941176,3270.9944852941176,355.99816176470586,802.6681823725337,802.6681823725337,802.6681823725337,1497.7420329712982,802.6681823725337,133746.0588235294,False
12,start,task 427,organizational unit 65456,STAFF MEMBER,EMPLOYEE,281.68725099601596,244.31673306772907,284.304780876494,101.25298804780877,137.0996015936255,279.7450199203187,243.31274900398407,462.0159362549801,778.8395271019414,778.8395271019414,778.8395271019414,1199.2989804281062,778.8395271019414,111740.35408366534,True
13,Permit SUBMITTED by EMPLOYEE,task 427,organizational unit 65456,STAFF MEMBER,EMPLOYEE,284.5430711610487,246.8314606741573,287.3352059925094,100.11423220973782,133.89138576779027,282.64044943820227,245.82958801498128,459.0355805243446,789.3405859263426,789.3405859263426,789.3405859263426,1192.4286354752946,789.3405859263426,116193.97178526843,False
14,Permit APPROVED by ADMINISTRATION,task 427,organizational unit 65456,STAFF MEMBER,ADMINISTRATION,283.15953307392994,245.58365758754863,285.863813229572,100.61284046692607,136.94357976653697,281.23540856031127,244.57976653696497,460.3657587548638,775.9079568074606,775.9079568074606,775.9079568074606,1191.33386702257,775.9079568074606,112878.22717250325,False
15,Permit APPROVED by BUDGET OWNER,task 427,organizational unit 65456,STAFF MEMBER,BUDGET OWNER,269.38693467336685,233.9748743718593,269.75879396984925,91.45226130653266,116.19095477386935,267.34170854271355,232.9748743718593,450.5427135678392,747.7349269615656,747.7349269615656,747.7349269615656,1189.4221674832706,747.7349269615656,113498.40862646568,False
16,Permit FINAL_APPROVED by SUPERVISOR,task 427,organizational unit 65456,STAFF MEMBER,SUPERVISOR,279.0986842105263,242.47368421052633,281.4407894736842,98.96052631578948,137.5109649122807,277.1030701754386,241.46929824561403,464.0592105263158,701.8824917168378,701.8824917168378,701.8824917168378,983.5658750818959,701.8824917168378,105920.26959064328,False
17,Start trip,task 427,organizational unit 65456,STAFF MEMBER,EMPLOYEE,281.68725099601596,244.31673306772907,284.304780876494,101.25298804780877,137.0996015936255,279.7450199203187,243.31274900398407,462.0159362549801,778.8395271019414,778.8395271019414,778.8395271019414,1199.2989804281062,778.8395271019414,111740.35408366534,False
18,End trip,task 427,organizational unit 65456,STAFF MEMBER,EMPLOYEE,281.68725099601596,244.31673306772907,284.304780876494,101.25298804780877,137.0996015936255,279.7450199203187,243.31274900398407,462.0159362549801,778.8395271019414,778.8395271019414,778.8395271019414,1199.2989804281062,778.8395271019414,111740.35408366534,False
19,Declaration SUBMITTED by EMPLOYEE,task 427,organizational unit 65456,STAFF MEMBER,EMPLOYEE,282.32530120481925,244.92921686746988,284.32530120481925,100.31927710843374,133.55873493975903,280.38102409638554,243.93373493975903,458.8885542168675,821.9123783105625,821.9123783105625,821.9123783105625,1223.9672385684194,821.9123783105625,113948.87384538153,False
20,Declaration APPROVED by ADMINISTRATION,task 427,organizational unit 65456,STAFF MEMBER,ADMINISTRATION,279.6796116504854,242.6349514563107,282.2368932038835,100.26796116504855,136.25242718446603,277.69320388349513,241.63300970873786,460.6427184466019,781.9658412811469,781.9658412811469,781.9658412811469,1199.8268130471952,781.9658412811469,112289.611197411,False
21,Declaration APPROVED by BUDGET OWNER,task 427,organizational unit 65456,STAFF MEMBER,BUDGET OWNER,265.79,230.265,266.185,94.215,116.55,263.775,229.28,455.435,731.3327736901816,731.3327736901816,731.3327736901816,1194.3740861015085,731.3327736901816,112043.81141666668,False
22,Declaration FINAL_APPROVED by SUPERVISOR,task 427,organizational unit 65456,STAFF MEMBER,SUPERVISOR,281.5644171779141,244.07566462167688,284.17791411042947,100.58282208588957,135.45807770961144,279.6359918200409,243.06952965235175,461.46421267893663,733.1206030892258,733.1206030892258,733.1206030892258,1165.222587353068,733.1206030892258,111996.21363326517,False
23,Request Payment,task 427,organizational unit 65456,SYSTEM,UNDEFINED,281.9760479041916,244.53892215568862,284.6067864271457,101.3812375249501,137.24750499001996,280.03992015968066,243.53493013972056,461.8223552894212,780.3067063716692,780.3067063716692,780.3067063716692,1201.5940403968973,780.3067063716693,111793.26679973386,False
24,Payment Handled,task 427,organizational unit 65456,SYSTEM,UNDEFINED,281.68725099601596,244.31673306772907,284.304780876494,101.25298804780877,137.0996015936255,279.7450199203187,243.31274900398407,462.0159362549801,778.8395271019414,778.8395271019414,778.8395271019414,1199.2989804281062,778.8395271019414,111740.35408366534,False
25,archive_application,task 427,organizational unit 65456,SYSTEM,UNDEFINED,281.68725099601596,244.31673306772907,284.304780876494,101.25298804780877,137.0996015936255,279.7450199203187,243.31274900398407,462.0159362549801,778.8395271019414,778.8395271019414,778.8395271019414,1199.2989804281062,778.8395271019414,111740.35408366534,False
26,Declaration REJECTED by ADMINISTRATION,task 427,organizational unit 65456,STAFF MEMBER,ADMINISTRATION,291.4697986577181,252.85906040268458,291.5436241610738,100.49664429530202,124.24832214765101,289.6711409395973,251.88590604026845,452.8255033557047,959.9826237478039,959.9826237478039,959.9826237478039,1307.4056220813745,959.9826237478039,119683.90917225952,False
27,Declaration REJECTED by EMPLOYEE,task 427,organizational unit 65456,STAFF MEMBER,EMPLOYEE,284.125,246.61875,284.16875,97.05625,123.7,282.175,245.65,447.20625,961.9434160786325,961.9434160786325,961.9434160786325,1305.1791383826264,961.9434160786325,120895.60572916665,False
28,Send Reminder,task 427,organizational unit 65458,SYSTEM,UNDEFINED,349.4,299.5,356.475,98.325,116.7,348.9,298.575,442.75,679.690100016826,679.690100016826,679.690100016826,971.540334102457,679.690100016826,155906.05083333334,False
29,Declaration REJECTED by BUDGET OWNER,missing,organizational unit 65458,STAFF MEMBER,BUDGET OWNER,181.6,162.4,180.8,75.2,16.8,177.0,161.4,376.8,1047.0071711450958,1047.0071711450958,1047.0071711450958,1323.6432059676952,1047.0071711450958,108474.31666666668,False
30,Permit APPROVED by SUPERVISOR,task 427,organizational unit 65458,STAFF MEMBER,SUPERVISOR,307.3478260869565,262.5869565217391,312.69565217391306,123.97826086956522,133.02173913043478,305.9347826086956,261.5869565217391,441.7608695652174,1541.7179648325337,1541.7179648325337,1541.7179648325337,3337.8706334253247,1541.7179648325337,169435.10471014492,False
31,Permit FINAL_APPROVED by DIRECTOR,task 427,organizational unit 65458,STAFF MEMBER,DIRECTOR,307.3478260869565,262.5869565217391,312.69565217391306,123.97826086956522,133.02173913043478,305.9347826086956,261.5869565217391,441.7608695652174,1541.7179648325337,1541.7179648325337,1541.7179648325337,3337.8706334253247,1541.7179648325337,169435.10471014492,False
32,Permit REJECTED by SUPERVISOR,task 427,organizational unit 65466,STAFF MEMBER,SUPERVISOR,334.125,289.75,339.5,52.75,190.375,332.125,288.625,361.25,702.8519519619545,702.8519519619545,702.8519519619545,898.1775244281972,702.8519519619545,169528.5625,False
33,Permit REJECTED by EMPLOYEE,task 427,organizational unit 65466,STAFF MEMBER,EMPLOYEE,335.61290322580646,291.2903225806452,341.4516129032258,84.16129032258064,84.38709677419355,334.4516129032258,290.3225806451613,413.6774193548387,844.7115687167042,844.7115687167042,844.7115687167042,1026.9221269908264,844.7115687167044,187568.77096774193,False
34,Permit REJECTED by BUDGET OWNER,task 427,organizational unit 65480,STAFF MEMBER,BUDGET OWNER,366.0,316.25,374.25,116.0,10.5,366.5,315.5,451.5,554.1078945411442,554.1078945411442,554.1078945411442,778.0248198165084,554.1078945411442,142380.62916666668,False
35,start,task 427,organizational unit 65458,STAFF MEMBER,EMPLOYEE,4241.822975517891,19.32015065913371,20.998116760828626,132.07909604519773,239.54048964218455,20.63276836158192,18.327683615819208,193.68738229755178,513.7383051620092,513.7383051620092,513.7383051620092,1120.917156460516,513.9275599487158,100189.39940364091,True
36,Permit SUBMITTED by EMPLOYEE,task 427,organizational unit 65458,STAFF MEMBER,EMPLOYEE,4241.819887429643,21.474671669793622,23.4390243902439,131.98874296435272,239.0206378986867,23.03377110694184,20.48217636022514,194.45028142589118,511.81058169048197,511.81058169048197,511.81058169048197,1129.0232163618966,511.99912632789517,100313.89721701064,False
37,Permit APPROVED by ADMINISTRATION,task 427,organizational unit 65456,STAFF MEMBER,ADMINISTRATION,4241.012195121952,128.1219512195122,145.3780487804878,114.4390243902439,144.890243902439,142.8780487804878,127.1219512195122,458.3658536585366,16.217957342197916,16.217957342197916,16.217957342197916,1432.3258695563188,17.443497485383652,107429.72662601624,False
38,Permit FINAL_APPROVED by SUPERVISOR,task 427,organizational unit 65458,STAFF MEMBER,SUPERVISOR,4241.825995807128,14.067085953878406,15.056603773584905,132.75471698113208,243.7987421383648,14.784067085953879,13.073375262054507,195.41719077568135,460.20130056601477,460.20130056601477,460.20130056601477,908.6051939258228,460.4119804229146,97022.76306778476,False
39,Start trip,task 427,organizational unit 65458,STAFF MEMBER,EMPLOYEE,4241.822975517891,19.32015065913371,20.998116760828626,132.07909604519773,239.54048964218455,20.63276836158192,18.327683615819208,193.68738229755178,513.7383051620092,513.7383051620092,513.7383051620092,1120.917156460516,513.9275599487158,100189.39940364091,False
40,End trip,task 427,organizational unit 65458,STAFF MEMBER,EMPLOYEE,4241.822975517891,19.32015065913371,20.998116760828626,132.07909604519773,239.54048964218455,20.63276836158192,18.327683615819208,193.68738229755178,513.7383051620092,513.7383051620092,513.7383051620092,1120.917156460516,513.9275599487158,100189.39940364091,False
41,Declaration SUBMITTED by EMPLOYEE,task 427,organizational unit 65458,STAFF MEMBER,EMPLOYEE,4241.879275653923,18.75251509054326,20.446680080482896,131.9718309859155,244.42655935613683,20.082494969818914,17.756539235412475,179.82494969818913,548.8833803642392,548.8833803642392,548.8833803642392,1130.3832055058979,548.8833803642392,100984.27702883972,False
42,Declaration REJECTED by ADMINISTRATION,task 427,organizational unit 65456,STAFF MEMBER,ADMINISTRATION,4241.0,152.41304347826087,175.30434782608697,114.76086956521739,142.06521739130434,172.08695652173913,151.3913043478261,460.89130434782606,0.0,0.0,0.0,1490.6044701893074,0.0,114722.91485507248,False
43,Declaration REJECTED by EMPLOYEE,task 427,organizational unit 65456,STAFF MEMBER,EMPLOYEE,4241.0,158.57142857142858,181.46428571428572,110.0,151.92857142857142,178.23214285714286,157.58928571428572,440.73214285714283,0.0,0.0,0.0,1526.1263027634996,0.0,118918.60089285714,False
44,archive_application,task 427,organizational unit 65458,SYSTEM,UNDEFINED,4241.822975517891,19.32015065913371,20.998116760828626,132.07909604519773,239.54048964218455,20.63276836158192,18.327683615819208,193.68738229755178,513.7383051620092,513.7383051620092,513.7383051620092,1120.917156460516,513.9275599487158,100189.39940364091,False
45,Permit APPROVED by BUDGET OWNER,task 427,organizational unit 65456,STAFF MEMBER,BUDGET OWNER,4241.0,136.76666666666668,156.76666666666668,108.86666666666666,128.33333333333334,153.9,135.76666666666668,457.4,0.0,0.0,0.0,1432.2762034282723,0.0,109043.54444444443,False
46,Declaration REJECTED by SUPERVISOR,missing,organizational unit 65455,STAFF MEMBER,SUPERVISOR,215.0,187.25,215.875,54.125,157.75,211.875,186.375,426.875,812.4912248613346,812.4912248613346,812.4912248613346,1155.563064319697,812.4912248613346,149140.05416666667,False
47,Permit REJECTED by ADMINISTRATION,task 427,organizational unit 65466,STAFF MEMBER,ADMINISTRATION,329.8421052631579,286.6842105263158,335.36842105263156,90.6842105263158,55.31578947368421,328.6842105263158,285.7368421052632,427.7894736842105,965.6216545451381,965.6216545451381,965.6216545451381,1133.5298137907373,965.6216545451381,204677.94122807018,False
48,Declaration SAVED by EMPLOYEE,missing,organizational unit 65459,STAFF MEMBER,EMPLOYEE,4241.0,65.76315789473684,75.15789473684211,129.10526315789474,166.6315789473684,73.76315789473684,64.8157894736842,397.0263157894737,0.0,0.0,0.0,1112.1426734728586,2.644586624769216,94584.60614035088,False
49,Declaration APPROVED by SUPERVISOR,task 427,organizational unit 65458,STAFF MEMBER,SUPERVISOR,286.3076923076923,253.3846153846154,289.0769230769231,126.46153846153847,198.84615384615384,283.84615384615387,252.46153846153845,482.7692307692308,2498.574438041781,2498.574438041781,2498.574438041781,2481.0956122507073,2498.574438041781,102116.09871794871,False
50,Declaration FINAL_APPROVED by DIRECTOR,task 427,organizational unit 65458,STAFF MEMBER,DIRECTOR,286.3076923076923,253.3846153846154,289.0769230769231,126.46153846153847,198.84615384615384,283.84615384615387,252.46153846153845,482.7692307692308,2498.574438041781,2498.574438041781,2498.574438041781,2481.0956122507073,2498.574438041781,102116.09871794871,False
51,Declaration APPROVED by ADMINISTRATION,task 427,organizational unit 65458,STAFF MEMBER,ADMINISTRATION,4241.774193548387,61.0,67.6774193548387,139.41935483870967,396.4193548387097,66.61290322580645,60.03225806451613,267.2903225806452,496.32062476961295,496.32062476961295,496.32062476961295,1221.6822724342385,496.32062476961295,174460.49086021513,False
52,Declaration REJECTED by BUDGET OWNER,task 427,organizational unit 65455,STAFF MEMBER,BUDGET OWNER,4241.0,451.0,503.0,29.666666666666668,319.6666666666667,495.6666666666667,450.3333333333333,503.6666666666667,0.0,0.0,0.0,2264.2922833735647,0.0,82788.11111111111,False
53,Permit APPROVED by SUPERVISOR,task 427,organizational unit 65458,STAFF MEMBER,SUPERVISOR,4241.7962962962965,65.72222222222223,73.48148148148148,126.11111111111111,201.92592592592592,72.29629629629629,64.74074074074075,178.40740740740742,986.6485124266264,986.6485124266264,986.6485124266264,2996.3394921836407,986.6485124266264,128161.35370370372,False
54,Permit FINAL_APPROVED by DIRECTOR,task 427,organizational unit 65458,STAFF MEMBER,DIRECTOR,4241.7962962962965,65.72222222222223,73.48148148148148,126.11111111111111,201.92592592592592,72.29629629629629,64.74074074074075,178.40740740740742,986.6485124266264,986.6485124266264,986.6485124266264,2996.3394921836407,986.6485124266264,128161.35370370372,False
55,Declaration APPROVED by BUDGET OWNER,missing,organizational unit 65458,STAFF MEMBER,BUDGET OWNER,4241.0,204.0,204.0,192.0,0.0,203.0,203.0,314.0,0.0,0.0,0.0,2979.823998192764,0.0,524160.0,False
56,Declaration REJECTED by SUPERVISOR,missing,organizational unit 65457,STAFF MEMBER,SUPERVISOR,4241.2,103.0,117.8,110.8,136.4,115.6,102.0,457.6,265.9745004120458,265.9745004120458,265.9745004120458,1525.5302021697328,265.9745004120458,177342.82,False
57,start,task 427,organizational unit 65454,STAFF MEMBER,EMPLOYEE,4241.873376623376,1691.2045454545455,119.02922077922078,118.81818181818181,421.23376623376623,117.3603896103896,1687.4318181818182,268.8961038961039,767.2004584936943,767.2004584936943,767.2004584936943,956.5612440877104,767.2004584936943,284269.91807359306,True
58,Declaration SUBMITTED by EMPLOYEE,task 427,organizational unit 65454,STAFF MEMBER,EMPLOYEE,4241.877022653722,1679.9741100323624,128.9967637540453,118.9126213592233,416.0744336569579,127.23624595469256,1676.2394822006472,267.9514563106796,769.6923340467571,769.6923340467571,769.6923340467571,954.2878096235008,769.6923340467571,284476.20080906147,False
59,Declaration FINAL_APPROVED by SUPERVISOR,task 427,organizational unit 65454,STAFF MEMBER,SUPERVISOR,4241.995967741936,1734.6370967741937,24.133064516129032,119.60887096774194,442.7782258064516,23.504032258064516,1730.649193548387,253.99193548387098,731.564709565742,731.564709565742,731.564709565742,922.4919350134858,731.564709565742,308814.4280913978,False
60,Request Payment,task 427,organizational unit 65454,SYSTEM,UNDEFINED,4242.0,1736.0,17.72761194029851,120.0,443.0,17.16417910447761,1732.0,249.56716417910448,880.6837439415025,880.6837439415025,880.6837439415025,923.0813153823275,880.6837439415025,305639.8638681591,False
61,Payment Handled,task 427,organizational unit 65454,SYSTEM,UNDEFINED,4242.0,1734.7434944237918,23.156133828996282,119.63940520446097,442.79553903345726,22.54646840148699,1730.7546468401488,250.13011152416357,878.4302647437095,878.4302647437095,878.4302647437095,922.537946120347,878.4302647437095,305843.5354399008,False
62,Start trip,task 427,organizational unit 65454,STAFF MEMBER,EMPLOYEE,4241.873376623376,1691.2045454545455,119.02922077922078,118.81818181818181,421.23376623376623,117.3603896103896,1687.4318181818182,268.8961038961039,767.2004584936943,767.2004584936943,767.2004584936943,956.5612440877104,767.2004584936943,284269.91807359306,False
63,End trip,task 427,organizational unit 65454,STAFF MEMBER,EMPLOYEE,4241.873376623376,1691.2045454545455,119.02922077922078,118.81818181818181,421.23376623376623,117.3603896103896,1687.4318181818182,268.8961038961039,767.2004584936943,767.2004584936943,767.2004584936943,956.5612440877104,767.2004584936943,284269.91807359306,False
64,archive_application,task 427,organizational unit 65454,STAFF MEMBER,EMPLOYEE,4241.873376623376,1691.2045454545455,119.02922077922078,118.81818181818181,421.23376623376623,117.3603896103896,1687.4318181818182,268.8961038961039,767.2004584936943,767.2004584936943,767.2004584936943,956.5612440877104,767.2004584936943,284269.91807359306,False
65,start,task 427,organizational unit 65454,STAFF MEMBER,EMPLOYEE,753.7917414721724,839.7827648114901,762.5421903052064,111.0592459605027,206.63016157989227,751.5134649910233,838.4829443447038,420.7163375224417,808.1310503294085,808.1310503294085,808.1310503294085,1196.0412613618328,808.1310503294085,123674.73686415321,True
66,Declaration SUBMITTED by EMPLOYEE,task 427,organizational unit 65454,STAFF MEMBER,EMPLOYEE,723.2709677419355,893.0296774193548,731.8141935483872,110.80645161290323,216.28774193548387,721.0064516129032,891.5677419354839,409.59096774193546,859.8844229677874,859.8844229677874,859.8844229677874,1221.8276229492117,859.8844229677874,132698.31335483873,False
67,Declaration REJECTED by PRE_APPROVER,task 427,organizational unit 65454,STAFF MEMBER,PRE_APPROVER,232.83333333333334,1736.0,227.16666666666666,120.0,443.0,222.5,1732.0,169.66666666666666,1031.8749932083028,1031.8749932083028,1031.8749932083028,923.0813153823277,1031.8749932083028,587217.9583333334,False
68,Declaration REJECTED by EMPLOYEE,task 427,organizational unit 65454,STAFF MEMBER,EMPLOYEE,649.3411214953271,1019.5233644859813,657.588785046729,110.26635514018692,239.2570093457944,647.2429906542056,1017.6728971962617,386.19158878504675,1001.7837605924736,1001.7837605924736,1001.7837605924736,1295.3997230206787,1001.7837605924736,149240.70179127727,False
69,Declaration APPROVED by PRE_APPROVER,task 427,organizational unit 65454,STAFF MEMBER,PRE_APPROVER,231.4,1736.0,225.06666666666666,120.0,443.0,221.13333333333333,1732.0,88.0,634.4123393919843,634.4123393919843,634.4123393919843,923.0813153823276,634.4123393919843,589354.8211111111,False
70,Declaration FINAL_APPROVED by SUPERVISOR,task 427,organizational unit 65454,STAFF MEMBER,SUPERVISOR,753.3143382352941,843.2150735294117,761.9522058823529,109.95220588235294,207.9172794117647,750.9632352941177,841.9080882352941,420.00367647058823,751.2995361013352,751.2995361013352,751.2995361013352,1167.873318705402,751.2995361013352,126547.73272058822,False
71,Request Payment,task 427,organizational unit 65454,SYSTEM,UNDEFINED,753.7917414721724,839.7827648114901,762.5421903052064,111.0592459605027,206.63016157989227,751.5134649910233,838.4829443447038,420.7163375224417,808.1310503294085,808.1310503294085,808.1310503294085,1196.0412613618328,808.1310503294085,123674.73686415321,False
72,Payment Handled,task 427,organizational unit 65454,SYSTEM,UNDEFINED,753.7917414721724,839.7827648114901,762.5421903052064,111.0592459605027,206.63016157989227,751.5134649910233,838.4829443447038,420.7163375224417,808.1310503294085,808.1310503294085,808.1310503294085,1196.0412613618328,808.1310503294085,123674.73686415321,False
73,Start trip,task 427,organizational unit 65454,STAFF MEMBER,EMPLOYEE,753.7917414721724,839.7827648114901,762.5421903052064,111.0592459605027,206.63016157989227,751.5134649910233,838.4829443447038,420.7163375224417,808.1310503294085,808.1310503294085,808.1310503294085,1196.0412613618328,808.1310503294085,123674.73686415321,False
74,End trip,task 427,organizational unit 65454,STAFF MEMBER,EMPLOYEE,753.7917414721724,839.7827648114901,762.5421903052064,111.0592459605027,206.63016157989227,751.5134649910233,838.4829443447038,420.7163375224417,808.1310503294085,808.1310503294085,808.1310503294085,1196.0412613618328,808.1310503294085,123674.73686415321,False
75,archive_application,task 427,organizational unit 65454,SYSTEM,UNDEFINED,753.7917414721724,839.7827648114901,762.5421903052064,111.0592459605027,206.63016157989227,751.5134649910233,838.4829443447038,420.7163375224417,808.1310503294085,808.1310503294085,808.1310503294085,1196.0412613618328,808.1310503294085,123674.73686415321,False
76,Declaration REJECTED by SUPERVISOR,task 427,organizational unit 65454,STAFF MEMBER,SUPERVISOR,553.5,1181.111111111111,557.3333333333334,125.05555555555556,277.94444444444446,549.0,1178.7777777777778,286.44444444444446,972.2348613296695,972.2348613296695,972.2348613296695,1193.0082821083251,972.2348613296695,254556.0537037037,False
77,Declaration REJECTED by MISSING,task 427,organizational unit 65454,STAFF MEMBER,missing,230.0,1736.0,221.33333333333334,120.0,443.0,219.0,1732.0,10.666666666666666,425.84450911814474,425.84450911814474,425.84450911814474,923.0813153823278,425.84450911814474,649163.0777777777,False
78,Declaration APPROVED by PRE_APPROVER,task 427,organizational unit 65454,STAFF MEMBER,PRE_APPROVER,4242.0,1736.0,18.88,120.0,443.0,18.32,1732.0,214.32,898.1114585878848,898.1114585878848,898.1114585878848,923.0813153823278,898.1114585878848,486961.622,False
79,Declaration APPROVED by SUPERVISOR,task 427,organizational unit 65454,STAFF MEMBER,SUPERVISOR,4242.0,1736.0,10.608695652173912,120.0,443.0,10.26086956521739,1732.0,192.34782608695653,2450.879418170413,2450.879418170413,2450.879418170413,923.0813153823281,2450.879418170413,288203.9992753623,False
80,Declaration FINAL_APPROVED by DIRECTOR,task 427,organizational unit 65454,STAFF MEMBER,DIRECTOR,4242.0,1736.0,10.608695652173912,120.0,443.0,10.26086956521739,1732.0,192.34782608695653,2450.879418170413,2450.879418170413,2450.879418170413,923.0813153823281,2450.879418170413,288203.9992753623,False
81,Declaration SAVED by EMPLOYEE,task 427,organizational unit 65454,STAFF MEMBER,EMPLOYEE,4241.0,1686.5,344.0,105.0,436.5,339.0,1683.0,406.5,0.0,0.0,0.0,1407.8120831759677,0.0,216908.04444444447,False
82,Declaration REJECTED by SUPERVISOR,task 427,organizational unit 65454,STAFF MEMBER,SUPERVISOR,4241.25,1461.75,633.25,110.25,443.0,627.25,1459.25,327.0,9.1641575561043,9.1641575561043,9.1641575561043,1408.7243746790748,9.1641575561043,201023.58749999997,False
83,Declaration REJECTED by EMPLOYEE,task 427,organizational unit 65454,STAFF MEMBER,EMPLOYEE,4241.027027027027,1300.945945945946,883.5945945945946,111.86486486486487,231.59459459459458,873.6486486486486,1299.0,406.7027027027027,0.9907197357950595,0.9907197357950595,0.9907197357950595,1169.7065059689885,0.9907197357950595,124582.03333333331,False
84,Declaration REJECTED by MISSING,task 427,organizational unit 65454,STAFF MEMBER,missing,4241.5,1736.0,0.0,120.0,443.0,0.0,1732.0,64.5,750.2666870828342,750.2666870828342,750.2666870828342,923.0813153823278,750.2666870828342,471379.55833333335,False
85,Declaration REJECTED by ADMINISTRATION,task 427,organizational unit 65454,STAFF MEMBER,ADMINISTRATION,4241.0,1269.0294117647059,914.6470588235294,114.11764705882354,199.91176470588235,904.1764705882352,1267.1764705882354,413.97058823529414,0.0,0.0,0.0,1153.8578099355132,0.0,114246.5161764706,False
86,Declaration APPROVED by ADMINISTRATION,task 427,organizational unit 65454,STAFF MEMBER,ADMINISTRATION,4241.979865771812,1726.3691275167785,52.42953020134228,119.08724832214764,442.6308724832215,51.369127516778526,1722.4295302013422,262.5973154362416,909.7920397125733,909.7920397125733,909.7920397125733,935.1377308569198,909.7920397125733,102345.12147651007,False
87,Declaration APPROVED by BUDGET OWNER,task 427,organizational unit 65454,STAFF MEMBER,BUDGET OWNER,4241.985074626866,1736.0,19.567164179104477,120.0,443.0,18.955223880597014,1732.0,264.25373134328356,642.3898084920696,642.3898084920696,642.3898084920696,923.0813153823275,642.3898084920696,109516.04079601991,False
