state,last_action_name,article,vehicleClass,lastSent,notificationType,dismissal,Resource,amount,points,expense,execution_time_minutes,remaining_time_minutes,initial
38,Receive Result Appeal from Prefecture,157.0,A,P,P,NIL,68.78846153846153,76.7648076923077,0.1153846153846154,23.846153846153847,841846.1538461539,450470.76923076925,False
39,Notify Result Appeal to Offender,157.0,A,P,P,NIL,68.8,76.9754,0.12000000000000002,23.92,851385.6,441417.6,False
40,Insert Date Appeal to Prefecture,157.0,A,P,P,NIL,52.88421052631579,40.23105263157895,-1.3877787807814457e-17,18.340947368421052,873337.2631578947,647166.3157894737,False
41,Send Appeal to Prefecture,157.0,A,P,P,NIL,52.90217391304348,53.56608695652175,-1.3877787807814457e-17,18.221630434782607,883659.1304347826,580993.0434782609,False
42,Receive Result Appeal from Prefecture,157.0,A,P,P,NIL,52.86813186813187,66.78296703296704,-1.3877787807814457e-17,18.68879120879121,891771.4285714285,530647.9120879121,False
43,Notify Result Appeal to Offender,157.0,A,P,P,NIL,52.91011235955056,67.45258426966292,-1.3877787807814457e-17,18.749213483146068,901197.3033707865,484017.9775280899,False
44,Insert Date Appeal to Prefecture,157.0,A,P,P,NIL,45.87407407407407,43.39992592592593,0.1259259259259259,18.20762962962963,913333.3333333334,699050.6666666666,False
45,Send Appeal to Prefecture,157.0,A,P,P,NIL,45.93076923076923,56.91153846153846,0.1,18.36561538461538,918299.0769230769,561732.9230769231,False
46,Receive Result Appeal from Prefecture,157.0,A,P,P,NIL,45.88721804511278,71.55751879699248,0.12781954887218044,18.73654135338346,921978.947368421,579183.1578947369,False
47,Notify Result Appeal to Offender,157.0,A,P,P,NIL,45.877049180327866,75.00770491803279,0.13934426229508196,18.909508196721312,949514.7540983607,543576.393442623,False
48,Appeal to Judge,157.0,A,P,P,NIL,0.0,119.14309455587393,1.0916905444126075,11.093180515759313,1207640.1146131805,948993.0085959885,False
49,Add penalty,158.0,A,N,P,NIL,3.884303895102198,134.83389510219823,0.1993829541072117,10.972364057076744,851003.3474739684,619392.7034323178,False
50,Payment,7.0,A,missing,P,NIL,3.9255363904080776,114.00394194362642,0.11737484223811527,6.267324358435002,333202.18763146823,51122.72612536811,False
51,archive_application,158.0,A,N,P,NIL,4.016384915474642,107.68432509752925,0.16046814044213265,8.187979193758126,615654.866059818,0.0,False
52,Send for Credit Collection,158.0,A,N,P,NIL,3.975435005117707,132.1431934493347,0.18321392016376664,10.946960081883317,965512.6305015353,1058.259979529171,False
53,Insert Date Appeal to Prefecture,142.0,A,N,P,NIL,2.340909090909091,107.56159090909092,0.3409090909090909,14.36909090909091,849469.0909090909,657098.1818181818,False
54,Send Appeal to Prefecture,142.0,A,N,P,NIL,2.2,134.04044444444446,0.37777777777777777,14.83666666666667,934784.0,581248.0,False
55,start,7.0,A,missing,missing,NIL,116.05832992222678,46.72644903806795,0.07163323782234957,0.0,541102.8407695456,541102.8407695456,True
56,Create Fine,7.0,A,missing,missing,NIL,116.05832992222678,46.72644903806795,0.07163323782234957,0.0,541102.8407695456,541102.8407695456,False
57,Payment,7.0,A,missing,missing,NIL,116.33892292808771,55.633124798452116,0.039019671073847136,4.3815091905836825,202485.54659787167,33100.496613995485,False
58,archive_application,7.0,A,missing,P,NIL,116.04969199178645,76.42936960985627,0.06899383983572896,7.071190965092402,539394.4312114989,0.0,False
59,start,142.0,A,missing,missing,NIL,19.24473310773933,76.05516755812683,0.2842484444929593,0.0,616162.1831677764,616162.1831677764,True
60,Create Fine,142.0,A,missing,missing,NIL,19.24473310773933,76.05516755812683,0.2842484444929593,0.0,616162.1831677764,616162.1831677764,False
61,Send Fine,142.0,A,missing,missing,NIL,19.2432664756447,87.51291117478512,0.37306590257879657,10.066040114613179,803554.452722063,699723.8510028654,False
62,Insert Fine Notification,142.0,A,N,P,NIL,19.246543778801843,87.97232872503842,0.39969278033794164,10.188901689708139,849976.9216589861,718760.1843317972,False
63,Add penalty,142.0,A,N,P,NIL,19.254765225476522,175.8126638772664,0.3821478382147838,10.18364171703084,848085.690376569,630454.4490934449,False
64,Payment,7.0,A,missing,missing,NIL,19.25266830870279,93.84648604269293,0.12992610837438423,5.6145381773399015,230603.05418719212,50005.418719211826,False
65,Send for Credit Collection,142.0,A,N,P,NIL,19.2605812365906,179.57082894480203,0.3976984591378974,10.048529354398283,956872.8379169105,0.0,False
66,archive_application,142.0,A,N,P,NIL,19.251954630547296,137.826182138531,0.26329699372315823,7.6293591014205475,611598.3349851338,0.0,False
67,start,158.0,A,missing,missing,NIL,4.405797101449275,56.91756749076443,0.0770105143506678,0.0,560660.4603580562,560660.4603580562,True
68,Create Fine,158.0,A,missing,missing,NIL,4.405797101449275,56.91756749076443,0.0770105143506678,0.0,560660.4603580562,560660.4603580562,False
69,Send Fine,158.0,A,missing,missing,NIL,4.2122752150117275,63.917075840500395,0.10594214229867084,10.88057857701329,764525.1602814699,645237.0914777169,False
70,Insert Fine Notification,158.0,A,N,P,NIL,4.299490229396771,63.76644859813084,0.11512319456244689,11.062022090059473,817224.468988955,671955.1401869159,False
71,start,7.0,A,missing,missing,NIL,31.944021061382845,61.702232229458225,0.21740335319384785,0.0,585568.0088679506,585568.0088679506,True
72,Create Fine,7.0,A,missing,missing,NIL,31.944021061382845,61.702232229458225,0.21740335319384785,0.0,585568.0088679506,585568.0088679506,False
73,Send Fine,158.0,A,missing,missing,NIL,31.589727463312368,72.41918448637317,0.3289308176100629,10.725955974842767,877537.2075471698,752645.4339622641,False
74,Insert Fine Notification,158.0,A,P,P,NIL,31.638019717102445,72.77792756108016,0.33540505786540936,10.745602228889842,892371.0244320617,745977.4024860695,False
75,Add penalty,158.0,A,P,P,NIL,31.660706591986212,145.4976884963378,0.3257216716932357,10.73069366652305,889638.6385178802,657029.0047393364,False
76,Payment,7.0,A,missing,missing,NIL,32.19944211994421,73.68295211529521,0.09460715946071595,4.731450488145049,233514.30962343095,42335.73221757322,False
77,archive_application,7.0,A,missing,P,NIL,31.960713290610197,108.43748955140708,0.20966843131791585,7.058889662858735,581453.6639732516,0.0,False
78,start,158.0,A,missing,missing,NIL,85.37260481881995,41.70698349459306,0.0017074558907228092,0.0,511914.39954467845,511914.39954467845,True
79,Create Fine,158.0,A,missing,missing,NIL,85.37260481881995,41.70698349459306,0.0017074558907228092,0.0,511914.39954467845,511914.39954467845,False
80,Send Fine,158.0,A,missing,missing,NIL,85.22537931034483,44.421401379310346,0.0024827586206896415,9.263114482758619,738638.1682758621,650838.2896551724,False
81,Insert Fine Notification,158.0,A,N,P,NIL,85.20675105485232,44.71707956600362,0.0027124773960216864,9.343239903556357,794341.8444846293,673209.1139240506,False
82,Add penalty,158.0,A,N,P,NIL,85.21249622698461,89.66199215212798,0.002716571083610008,9.354322366435253,792360.7606399034,584672.5988530034,False
83,Send for Credit Collection,158.0,A,N,P,NIL,85.22887582659808,89.622288758266,0.0014695077149154895,9.326186627479792,890618.8390889053,0.0,False
84,archive_application,158.0,A,N,P,NIL,85.3767813034391,69.91816834505035,0.0017100513015390324,6.370281208436252,510232.247767433,0.0,False
85,Send Fine,158.0,A,missing,missing,NIL,115.65168539325843,51.147265917603,0.11916922029281579,11.79200204290092,888636.404494382,756402.0429009193,False
86,Insert Fine Notification,158.0,A,P,P,NIL,115.92821249102656,51.654422110552765,0.12562814070351758,11.912968413496051,928249.0165111271,771466.3029432879,False
87,Add penalty,158.0,A,P,P,NIL,115.91594516594516,103.93932900432898,0.12121212121212122,11.9120202020202,927832.7272727273,684596.8831168831,False
88,Send for Credit Collection,158.0,A,P,P,NIL,115.64957666980244,106.7868297271872,0.11900282220131703,11.809539040451552,1038155.3339604891,677.3283160865475,False
89,Send for Credit Collection,158.0,A,P,P,NIL,31.52136507026097,150.5809176942931,0.34815027244049324,10.664032119300257,1009400.3556065386,412.9624318898767,False
90,Receive Result Appeal from Prefecture,142.0,A,N,P,NIL,19.071428571428573,224.05339285714285,0.9107142857142857,16.79294642857143,880315.7142857143,566961.4285714285,False
91,Notify Result Appeal to Offender,142.0,A,N,P,NIL,19.1588785046729,237.43158878504676,0.9532710280373832,16.90607476635514,897873.644859813,528708.785046729,False
92,Insert Date Appeal to Prefecture,142.0,A,N,P,NIL,18.99290780141844,141.83106382978724,0.7588652482269503,14.945673758865246,841082.5531914893,658018.7234042553,False
93,Send Appeal to Prefecture,142.0,A,N,P,NIL,18.917293233082706,163.1021052631579,0.8045112781954887,15.311353383458645,835957.8947368421,607041.2030075188,False
94,start,158.0,A,missing,missing,NIL,98.40183292210081,39.55927153095994,0.0042298202326400995,0.0,511804.86429326754,511804.86429326754,True
95,Create Fine,158.0,A,missing,missing,NIL,98.40183292210081,39.55927153095994,0.0042298202326400995,0.0,511804.86429326754,511804.86429326754,False
96,Send Fine,158.0,A,missing,missing,NIL,98.50033112582781,40.875940397350995,0.005960264900662239,9.28065894039735,715398.1986754967,626036.9006622516,False
97,Insert Fine Notification,158.0,A,N,P,NIL,98.37436091649309,41.054319257716344,0.006816890740390064,9.330679795493278,797693.4671463738,677536.2241999621,False
98,Add penalty,158.0,A,N,P,NIL,98.37571049640015,82.52110079575597,0.006820765441455083,9.332194012883667,797430.6934444866,590862.993558166,False
99,Send for Credit Collection,158.0,A,N,P,NIL,98.40404269816034,82.36417896888486,0.006813536225300918,9.31448784919373,888409.3572564161,327.0497388144447,False
100,archive_application,158.0,A,N,P,NIL,98.40289207618152,65.28251822243124,0.0042323066071008565,6.584969433341171,511417.2019750764,0.0,False
101,Payment,158.0,A,missing,missing,NIL,85.4874388254486,51.736440456769984,0.0016313213703099375,4.260916802610114,166205.5986949429,45462.185970636216,False
102,Insert Date Appeal to Prefecture,7.0,A,N,P,NIL,98.75,59.409545454545444,-1.3877787807814457e-17,13.072272727272725,683967.2727272727,522261.8181818182,False
103,Send Appeal to Prefecture,7.0,A,N,P,NIL,98.92307692307692,69.88769230769232,-1.3877787807814457e-17,13.677435897435897,697993.8461538461,438793.8461538461,False
104,Receive Result Appeal from Prefecture,7.0,A,N,P,NIL,98.83783783783784,84.55351351351351,-1.3877787807814457e-17,14.095945945945944,736190.2702702703,468077.8378378378,False
105,Notify Result Appeal to Offender,7.0,A,N,P,NIL,98.625,100.66624999999999,-1.3877787807814457e-17,14.052812500000002,785160.0,390465.0,False
106,Payment,7.0,A,missing,missing,NIL,98.40142857142857,48.71842653061225,0.0016326530612244758,4.485714285714286,164681.0448979592,43730.74285714285,False
107,Receive Result Appeal from Prefecture,142.0,A,P,P,NIL,2.7096774193548385,166.72677419354838,0.5483870967741935,17.352903225806454,1012273.5483870967,653295.4838709678,False
108,Notify Result Appeal to Offender,142.0,A,N,P,NIL,2.4705882352941178,164.1520588235294,0.5,16.29235294117647,1081651.7647058824,651600.0,False
109,Insert Date Appeal to Prefecture,7.0,A,N,P,NIL,114.03571428571429,76.13321428571429,-1.3877787807814457e-17,16.92464285714286,807582.8571428572,621308.5714285715,False
110,Send Appeal to Prefecture,7.0,A,N,P,NIL,114.07407407407408,85.78629629629629,-1.3877787807814457e-17,16.736666666666668,811680.0,500320.0,False
111,Receive Result Appeal from Prefecture,7.0,A,N,P,NIL,114.125,101.86875000000002,-1.3877787807814457e-17,18.22625,848940.0,509520.0,False
112,Notify Result Appeal to Offender,7.0,A,N,P,NIL,114.17391304347827,113.29043478260868,-1.3877787807814457e-17,18.32304347826087,869133.9130434783,466246.95652173914,False
113,Insert Date Appeal to Prefecture,158.0,A,P,P,NIL,32.17910447761194,116.15328358208954,0.5671641791044776,16.623283582089552,889920.0,671792.2388059702,False
114,Send Appeal to Prefecture,158.0,A,P,P,NIL,32.03225806451613,128.72290322580642,0.5806451612903226,16.48,902624.5161290322,602221.9354838709,False
115,Receive Result Appeal from Prefecture,158.0,A,P,P,NIL,32.50847457627118,162.8559322033898,0.6440677966101694,18.15677966101695,952743.0508474576,580734.9152542372,False
116,Notify Result Appeal to Offender,158.0,A,P,P,NIL,32.69090909090909,163.06781818181815,0.6909090909090909,18.83309090909091,957050.1818181818,539816.7272727273,False
117,Insert Date Appeal to Prefecture,7.0,A,N,P,NIL,83.95833333333333,70.42708333333333,-1.3877787807814457e-17,13.874583333333334,694080.0,515160.0,False
118,Send Appeal to Prefecture,7.0,A,N,P,NIL,83.86363636363636,73.62954545454546,-1.3877787807814457e-17,14.330909090909092,695192.7272727273,508189.0909090909,False
119,Receive Result Appeal from Prefecture,7.0,A,N,P,NIL,83.86363636363636,113.40681818181817,-1.3877787807814457e-17,14.330909090909092,695192.7272727273,404247.2727272727,False
120,Notify Result Appeal to Offender,7.0,A,N,P,NIL,84.16666666666667,133.28444444444446,-1.3877787807814457e-17,14.206111111111111,732080.0,345760.0,False
