state,action_index,action,next_state,probability
54,4,LacticAcid,58,1.0
57,7,IV Liquid,59,1.0
29,2,Leucocytes,31,1.0
30,3,CRP,32,1.0
33,7,IV Liquid,117,1.0
117,9,Admission NC,34,1.0
32,9,Admission NC,34,1.0
31,9,Admission NC,34,1.0
32,10,Release A,35,1.0
35,11,archive_application,37,1.0
31,6,ER Sepsis Triage,29,1.0
29,8,IV Antibiotics,33,1.0
34,4,LacticAcid,30,1.0
30,9,Admission NC,34,1.0
34,14,Release B,112,1.0
100,7,IV Liquid,107,1.0
107,1,ER Registration,101,1.0
103,4,LacticAcid,105,1.0
104,8,IV Antibiotics,108,1.0
108,13,Admission IC,109,1.0
109,4,LacticAcid,105,1.0
106,2,Leucocytes,106,1.0
104,3,CRP,104,1.0
105,9,Admission NC,113,1.0
9,7,IV Liquid,7,1.0
9,10,Release A,10,1.0
4,4,LacticAcid,4,1.0
3,9,Admission NC,9,1.0
15,2,Leucocytes,18,1.0
21,9,Admission NC,21,1.0
21,3,CRP,19,1.0
19,10,Release A,22,1.0
80,2,Leucocytes,83,1.0
82,6,ER Sepsis Triage,81,1.0
81,7,IV Liquid,118,1.0
118,8,IV Antibiotics,119,1.0
119,14,Release B,120,1.0
120,9,Admission NC,84,1.0
84,11,archive_application,86,1.0
18,4,LacticAcid,17,1.0
17,3,CRP,19,1.0
19,7,IV Liquid,16,1.0
16,8,IV Antibiotics,20,1.0
22,12,Return ER,121,1.0
121,11,archive_application,23,1.0
84,10,Release A,85,1.0
41,3,CRP,43,1.0
73,3,CRP,71,1.0
70,4,LacticAcid,69,1.0
69,9,Admission NC,74,1.0
59,3,CRP,54,1.0
55,8,IV Antibiotics,60,1.0
54,15,Release C,122,1.0
122,11,archive_application,64,1.0
16,2,Leucocytes,18,1.0
19,4,LacticAcid,17,1.0
17,8,IV Antibiotics,20,1.0
123,1,ER Registration,124,1.0
124,5,ER Triage,125,1.0
125,6,ER Sepsis Triage,126,1.0
126,7,IV Liquid,127,1.0
127,8,IV Antibiotics,128,1.0
128,2,Leucocytes,129,1.0
129,4,LacticAcid,130,1.0
130,3,CRP,131,1.0
131,9,Admission NC,132,1.0
132,3,CRP,131,1.0
131,2,Leucocytes,129,1.0
129,3,CRP,131,1.0
129,10,Release A,133,1.0
133,11,archive_application,134,1.0
42,7,IV Liquid,45,1.0
44,9,Admission NC,47,1.0
39,7,IV Liquid,45,1.0
45,5,ER Triage,40,1.0
40,2,Leucocytes,42,1.0
44,6,ER Sepsis Triage,41,1.0
41,8,IV Antibiotics,46,1.0
47,4,LacticAcid,44,1.0
47,9,Admission NC,47,1.0
42,2,Leucocytes,42,1.0
102,3,CRP,104,1.0
105,6,ER Sepsis Triage,103,1.0
103,7,IV Liquid,107,1.0
108,9,Admission NC,113,1.0
58,3,CRP,54,1.0
29,7,IV Liquid,117,1.0
117,8,IV Antibiotics,33,1.0
2,8,IV Antibiotics,8,1.0
90,4,LacticAcid,96,1.0
91,7,IV Liquid,98,1.0
92,2,Leucocytes,91,1.0
91,10,Release A,93,1.0
93,11,archive_application,95,1.0
8,7,IV Liquid,7,1.0
7,9,Admission NC,9,1.0
9,14,Release B,116,1.0
4,10,Release A,10,1.0
57,8,IV Antibiotics,60,1.0
61,10,Release A,62,1.0
33,2,Leucocytes,31,1.0
34,9,Admission NC,34,1.0
31,15,Release C,135,1.0
135,11,archive_application,37,1.0
1,6,ER Sepsis Triage,6,1.0
6,8,IV Antibiotics,8,1.0
8,5,ER Triage,5,1.0
7,3,CRP,3,1.0
43,7,IV Liquid,45,1.0
31,8,IV Antibiotics,33,1.0
2,13,Admission IC,25,1.0
25,3,CRP,3,1.0
3,16,Release E,136,1.0
136,11,archive_application,11,1.0
4,13,Admission IC,25,1.0
2,14,Release B,116,1.0
3,15,Release C,137,1.0
137,11,archive_application,11,1.0
5,2,Leucocytes,2,1.0
41,4,LacticAcid,44,1.0
47,14,Release B,138,1.0
138,11,archive_application,51,1.0
118,4,LacticAcid,139,1.0
139,3,CRP,82,1.0
83,8,IV Antibiotics,119,1.0
119,9,Admission NC,84,1.0
82,9,Admission NC,84,1.0
84,3,CRP,82,1.0
126,3,CRP,131,1.0
131,4,LacticAcid,130,1.0
130,2,Leucocytes,129,1.0
129,7,IV Liquid,127,1.0
128,9,Admission NC,132,1.0
9,15,Release C,137,1.0
82,17,Release D,140,1.0
140,11,archive_application,86,1.0
39,4,LacticAcid,44,1.0
43,5,ER Triage,40,1.0
46,7,IV Liquid,45,1.0
45,9,Admission NC,47,1.0
56,2,Leucocytes,55,1.0
55,4,LacticAcid,58,1.0
54,6,ER Sepsis Triage,57,1.0
61,9,Admission NC,61,1.0
5,7,IV Liquid,7,1.0
43,6,ER Sepsis Triage,41,1.0
45,4,LacticAcid,44,1.0
44,8,IV Antibiotics,46,1.0
81,2,Leucocytes,83,1.0
82,4,LacticAcid,139,1.0
139,9,Admission NC,84,1.0
84,9,Admission NC,84,1.0
38,2,Leucocytes,42,1.0
43,1,ER Registration,39,1.0
54,7,IV Liquid,59,1.0
55,9,Admission NC,61,1.0
105,4,LacticAcid,105,1.0
104,9,Admission NC,113,1.0
104,10,Release A,114,1.0
114,11,archive_application,111,1.0
9,4,LacticAcid,4,1.0
67,2,Leucocytes,70,1.0
69,3,CRP,71,1.0
71,13,Admission IC,141,1.0
141,6,ER Sepsis Triage,68,1.0
73,2,Leucocytes,70,1.0
34,10,Release A,35,1.0
15,3,CRP,19,1.0
20,7,IV Liquid,16,1.0
16,9,Admission NC,21,1.0
53,4,LacticAcid,58,1.0
60,7,IV Liquid,59,1.0
59,9,Admission NC,61,1.0
118,2,Leucocytes,83,1.0
139,8,IV Antibiotics,119,1.0
83,10,Release A,85,1.0
18,7,IV Liquid,16,1.0
21,10,Release A,22,1.0
109,3,CRP,104,1.0
126,4,LacticAcid,130,1.0
129,8,IV Antibiotics,128,1.0
132,9,Admission NC,132,1.0
131,17,Release D,142,1.0
142,12,Return ER,143,1.0
143,11,archive_application,134,1.0
1,3,CRP,3,1.0
69,8,IV Antibiotics,73,1.0
73,13,Admission IC,141,1.0
141,2,Leucocytes,70,1.0
74,14,Release B,144,1.0
144,11,archive_application,76,1.0
58,8,IV Antibiotics,60,1.0
117,2,Leucocytes,31,1.0
5,4,LacticAcid,4,1.0
3,6,ER Sepsis Triage,6,1.0
104,7,IV Liquid,107,1.0
55,14,Release B,145,1.0
145,11,archive_application,64,1.0
126,2,Leucocytes,129,1.0
132,2,Leucocytes,129,1.0
131,10,Release A,133,1.0
133,12,Return ER,143,1.0
139,6,ER Sepsis Triage,81,1.0
97,9,Admission NC,92,1.0
92,4,LacticAcid,96,1.0
96,2,Leucocytes,91,1.0
92,9,Admission NC,92,1.0
92,15,Release C,146,1.0
146,11,archive_application,95,1.0
2,6,ER Sepsis Triage,6,1.0
6,5,ER Triage,5,1.0
5,8,IV Antibiotics,8,1.0
8,2,Leucocytes,2,1.0
2,5,ER Triage,5,1.0
27,7,IV Liquid,117,1.0
117,5,ER Triage,28,1.0
29,3,CRP,32,1.0
32,4,LacticAcid,30,1.0
31,14,Release B,112,1.0
80,3,CRP,82,1.0
83,4,LacticAcid,139,1.0
81,9,Admission NC,84,1.0
84,14,Release B,120,1.0
120,11,archive_application,86,1.0
15,4,LacticAcid,17,1.0
20,13,Admission IC,147,1.0
147,4,LacticAcid,17,1.0
17,4,LacticAcid,17,1.0
17,9,Admission NC,21,1.0
18,9,Admission NC,21,1.0
40,4,LacticAcid,44,1.0
108,4,LacticAcid,105,1.0
46,3,CRP,43,1.0
42,8,IV Antibiotics,46,1.0
3,5,ER Triage,5,1.0
36,11,archive_application,37,1.0
32,7,IV Liquid,117,1.0
105,7,IV Liquid,107,1.0
81,4,LacticAcid,139,1.0
139,2,Leucocytes,83,1.0
82,7,IV Liquid,118,1.0
2,1,ER Registration,1,1.0
108,3,CRP,104,1.0
106,13,Admission IC,109,1.0
113,10,Release A,114,1.0
55,13,Admission IC,148,1.0
148,3,CRP,54,1.0
55,17,Release D,149,1.0
149,12,Return ER,63,1.0
107,3,CRP,104,1.0
106,8,IV Antibiotics,108,1.0
43,14,Release B,138,1.0
109,9,Admission NC,113,1.0
113,14,Release B,110,1.0
89,2,Leucocytes,91,1.0
97,4,LacticAcid,96,1.0
96,6,ER Sepsis Triage,90,1.0
90,9,Admission NC,92,1.0
8,13,Admission IC,25,1.0
57,3,CRP,54,1.0
55,7,IV Liquid,59,1.0
122,12,Return ER,63,1.0
8,4,LacticAcid,4,1.0
115,3,CRP,104,1.0
106,11,archive_application,111,1.0
59,2,Leucocytes,55,1.0
17,7,IV Liquid,16,1.0
113,15,Release C,150,1.0
150,11,archive_application,111,1.0
6,9,Admission NC,9,1.0
3,17,Release D,151,1.0
151,12,Return ER,24,1.0
30,7,IV Liquid,117,1.0
79,3,CRP,82,1.0
139,5,ER Triage,80,1.0
83,2,Leucocytes,83,1.0
130,8,IV Antibiotics,128,1.0
132,7,IV Liquid,127,1.0
127,3,CRP,131,1.0
9,6,ER Sepsis Triage,6,1.0
68,8,IV Antibiotics,73,1.0
13,2,Leucocytes,18,1.0
17,5,ER Triage,14,1.0
26,5,ER Triage,28,1.0
28,1,ER Registration,27,1.0
27,6,ER Sepsis Triage,29,1.0
101,7,IV Liquid,107,1.0
107,5,ER Triage,102,1.0
103,8,IV Antibiotics,108,1.0
21,7,IV Liquid,16,1.0
16,3,CRP,19,1.0
131,7,IV Liquid,127,1.0
132,10,Release A,133,1.0
70,7,IV Liquid,72,1.0
7,6,ER Sepsis Triage,6,1.0
66,6,ER Sepsis Triage,68,1.0
73,5,ER Triage,67,1.0
91,16,Release E,152,1.0
152,11,archive_application,95,1.0
1,4,LacticAcid,4,1.0
96,9,Admission NC,92,1.0
13,6,ER Sepsis Triage,15,1.0
15,5,ER Triage,14,1.0
14,7,IV Liquid,16,1.0
20,3,CRP,19,1.0
96,7,IV Liquid,98,1.0
7,13,Admission IC,25,1.0
82,3,CRP,82,1.0
70,16,Release E,153,1.0
153,11,archive_application,76,1.0
52,6,ER Sepsis Triage,57,1.0
57,1,ER Registration,53,1.0
56,7,IV Liquid,59,1.0
60,3,CRP,54,1.0
58,9,Admission NC,61,1.0
40,3,CRP,43,1.0
97,6,ER Sepsis Triage,90,1.0
90,7,IV Liquid,98,1.0
97,3,CRP,97,1.0
125,3,CRP,131,1.0
129,6,ER Sepsis Triage,126,1.0
129,2,Leucocytes,129,1.0
74,7,IV Liquid,72,1.0
72,3,CRP,71,1.0
99,3,CRP,97,1.0
73,7,IV Liquid,72,1.0
72,9,Admission NC,74,1.0
1,7,IV Liquid,7,1.0
7,5,ER Triage,5,1.0
0,6,ER Sepsis Triage,6,1.0
6,1,ER Registration,1,1.0
52,2,Leucocytes,55,1.0
54,1,ER Registration,53,1.0
13,7,IV Liquid,16,1.0
16,5,ER Triage,14,1.0
15,8,IV Antibiotics,20,1.0
125,4,LacticAcid,130,1.0
131,6,ER Sepsis Triage,126,1.0
59,4,LacticAcid,58,1.0
54,13,Admission IC,148,1.0
58,4,LacticAcid,58,1.0
117,3,CRP,32,1.0
30,8,IV Antibiotics,33,1.0
32,17,Release D,154,1.0
154,11,archive_application,37,1.0
71,8,IV Antibiotics,73,1.0
79,7,IV Liquid,118,1.0
118,5,ER Triage,80,1.0
80,4,LacticAcid,139,1.0
81,8,IV Antibiotics,119,1.0
117,4,LacticAcid,30,1.0
57,9,Admission NC,61,1.0
56,4,LacticAcid,58,1.0
55,6,ER Sepsis Triage,57,1.0
54,14,Release B,145,1.0
85,12,Return ER,155,1.0
155,11,archive_application,86,1.0
9,17,Release D,151,1.0
151,11,archive_application,11,1.0
10,2,Leucocytes,2,1.0
2,12,Return ER,24,1.0
124,2,Leucocytes,129,1.0
130,5,ER Triage,125,1.0
126,8,IV Antibiotics,128,1.0
132,13,Admission IC,156,1.0
156,4,LacticAcid,130,1.0
131,3,CRP,131,1.0
31,17,Release D,154,1.0
12,2,Leucocytes,18,1.0
18,1,ER Registration,13,1.0
87,6,ER Sepsis Triage,90,1.0
90,8,IV Antibiotics,99,1.0
99,7,IV Liquid,98,1.0
98,1,ER Registration,88,1.0
89,3,CRP,97,1.0
19,9,Admission NC,21,1.0
67,3,CRP,71,1.0
70,6,ER Sepsis Triage,68,1.0
130,7,IV Liquid,127,1.0
102,2,Leucocytes,106,1.0
104,6,ER Sepsis Triage,103,1.0
113,9,Admission NC,113,1.0
90,3,CRP,97,1.0
26,3,CRP,32,1.0
31,1,ER Registration,27,1.0
31,13,Admission IC,157,1.0
157,2,Leucocytes,31,1.0
67,7,IV Liquid,72,1.0
69,6,ER Sepsis Triage,68,1.0
33,3,CRP,32,1.0
61,7,IV Liquid,59,1.0
0,7,IV Liquid,7,1.0
7,1,ER Registration,1,1.0
107,4,LacticAcid,105,1.0
118,3,CRP,82,1.0
139,13,Admission IC,158,1.0
158,3,CRP,82,1.0
139,4,LacticAcid,139,1.0
83,15,Release C,159,1.0
159,11,archive_application,86,1.0
42,6,ER Sepsis Triage,41,1.0
70,14,Release B,144,1.0
60,2,Leucocytes,55,1.0
92,13,Admission IC,160,1.0
160,2,Leucocytes,91,1.0
96,4,LacticAcid,96,1.0
96,8,IV Antibiotics,99,1.0
91,13,Admission IC,160,1.0
97,17,Release D,161,1.0
161,11,archive_application,95,1.0
56,3,CRP,54,1.0
54,17,Release D,149,1.0
66,2,Leucocytes,70,1.0
69,5,ER Triage,67,1.0
141,4,LacticAcid,69,1.0
100,6,ER Sepsis Triage,103,1.0
103,1,ER Registration,101,1.0
102,7,IV Liquid,107,1.0
14,4,LacticAcid,17,1.0
19,6,ER Sepsis Triage,15,1.0
46,2,Leucocytes,42,1.0
119,3,CRP,82,1.0
158,4,LacticAcid,139,1.0
139,14,Release B,120,1.0
139,7,IV Liquid,118,1.0
104,13,Admission IC,109,1.0
70,13,Admission IC,141,1.0
14,2,Leucocytes,18,1.0
71,17,Release D,162,1.0
162,12,Return ER,77,1.0
107,2,Leucocytes,106,1.0
99,2,Leucocytes,91,1.0
91,8,IV Antibiotics,99,1.0
98,9,Admission NC,92,1.0
45,3,CRP,43,1.0
101,4,LacticAcid,105,1.0
104,5,ER Triage,102,1.0
103,9,Admission NC,113,1.0
98,3,CRP,97,1.0
60,4,LacticAcid,58,1.0
137,12,Return ER,24,1.0
91,6,ER Sepsis Triage,90,1.0
42,14,Release B,138,1.0
65,7,IV Liquid,72,1.0
72,1,ER Registration,66,1.0
47,13,Admission IC,48,1.0
100,3,CRP,104,1.0
104,1,ER Registration,101,1.0
113,13,Admission IC,109,1.0
32,16,Release E,163,1.0
163,11,archive_application,37,1.0
132,4,LacticAcid,130,1.0
130,9,Admission NC,132,1.0
47,5,ER Triage,40,1.0
106,6,ER Sepsis Triage,103,1.0
105,14,Release B,110,1.0
45,6,ER Sepsis Triage,41,1.0
41,9,Admission NC,47,1.0
47,8,IV Antibiotics,46,1.0
107,13,Admission IC,109,1.0
104,14,Release B,110,1.0
20,4,LacticAcid,17,1.0
85,3,CRP,82,1.0
83,11,archive_application,86,1.0
31,7,IV Liquid,117,1.0
117,6,ER Sepsis Triage,29,1.0
88,3,CRP,97,1.0
96,5,ER Triage,89,1.0
9,8,IV Antibiotics,8,1.0
91,15,Release C,146,1.0
28,2,Leucocytes,31,1.0
32,6,ER Sepsis Triage,29,1.0
44,10,Release A,49,1.0
21,4,LacticAcid,17,1.0
19,17,Release D,164,1.0
164,12,Return ER,121,1.0
123,2,Leucocytes,129,1.0
131,1,ER Registration,124,1.0
39,3,CRP,43,1.0
44,5,ER Triage,40,1.0
66,7,IV Liquid,72,1.0
72,5,ER Triage,67,1.0
38,3,CRP,43,1.0
42,1,ER Registration,39,1.0
21,13,Admission IC,147,1.0
44,4,LacticAcid,44,1.0
42,17,Release D,165,1.0
165,11,archive_application,51,1.0
135,12,Return ER,36,1.0
0,5,ER Triage,5,1.0
5,1,ER Registration,1,1.0
128,7,IV Liquid,127,1.0
127,9,Admission NC,132,1.0
68,13,Admission IC,141,1.0
2,17,Release D,151,1.0
123,7,IV Liquid,127,1.0
127,1,ER Registration,124,1.0
131,15,Release C,166,1.0
166,11,archive_application,134,1.0
52,3,CRP,54,1.0
55,1,ER Registration,53,1.0
87,7,IV Liquid,98,1.0
32,15,Release C,135,1.0
25,9,Admission NC,9,1.0
146,12,Return ER,94,1.0
4,14,Release B,116,1.0
20,2,Leucocytes,18,1.0
131,13,Admission IC,156,1.0
34,13,Admission IC,157,1.0
127,4,LacticAcid,130,1.0
131,8,IV Antibiotics,128,1.0
166,12,Return ER,143,1.0
78,3,CRP,82,1.0
83,1,ER Registration,79,1.0
83,7,IV Liquid,118,1.0
45,2,Leucocytes,42,1.0
48,3,CRP,43,1.0
33,4,LacticAcid,30,1.0
129,9,Admission NC,132,1.0
74,4,LacticAcid,69,1.0
48,4,LacticAcid,44,1.0
69,13,Admission IC,141,1.0
30,4,LacticAcid,30,1.0
7,14,Release B,116,1.0
143,3,CRP,131,1.0
129,11,archive_application,134,1.0
