AMOUNT_REQ;case:concept:name;concept:name;org:resource;timesincemidnight;timesincelastevent;timesincecasestart;event_nr;month;weekday;hour;open_cases;remaining_time_minutes;time:timestamp;execution_time_minutes
5000;173691;A_PARTLYSUBMITTED;112;489;0.06565;0.06565;2;10;5;8;2;13328.540633333332;2011-10-01 08:09:02.195000+00:00;13328.606283333333
5000;173691;A_PREACCEPTED;112;489;0.9075500000000001;0.9732000000000001;3;10;5;8;2;13327.633083333332;2011-10-01 08:09:56.648000+00:00;13328.606283333333
5000;173691;W_Completeren aanvraag;0;703;213.27550000000002;214.2487;4;10;5;11;6;13114.357583333333;2011-10-01 11:43:13.178000+00:00;13328.606283333333
5000;173691;A_ACCEPTED;10862;873;170.6906;384.9393;5;10;5;14;12;12943.666983333333;2011-10-01 14:33:54.614000+00:00;13328.606283333333
5000;173691;A_FINALIZED;10862;875;1.8567;386.796;6;10;5;14;12;12941.810283333332;2011-10-01 14:35:46.016000+00:00;13328.606283333333
5000;173691;O_SELECTED;10862;875;0.0;386.796;7;10;5;14;12;12941.810283333332;2011-10-01 14:35:46.016000+00:00;13328.606283333333
5000;173691;O_CREATED;10862;875;0.024533333333333334;386.82053333333334;8;10;5;14;12;12941.785750000001;2011-10-01 14:35:47.488000+00:00;13328.606283333333
5000;173691;O_SENT;10862;875;0.0015833333333333333;386.82211666666666;9;10;5;14;12;12941.784166666668;2011-10-01 14:35:47.583000+00:00;13328.606283333333
5000;173691;W_Completeren aanvraag;0;875;0.020133333333333333;386.84225;10;10;5;14;12;12941.764033333333;2011-10-01 14:35:48.791000+00:00;13328.606283333333
5000;173691;W_Nabellen offertes;0;876;0.6167166666666667;387.4589666666667;11;10;5;14;12;12941.147316666667;2011-10-01 14:36:25.794000+00:00;13328.606283333333
5000;173691;O_SELECTED;11120;1016;3019.865616666667;3407.3245833333335;12;10;0;16;59;9921.2817;2011-10-03 16:56:17.731000+00:00;13328.606283333333
5000;173691;O_CANCELLED;11120;1016;0.0;3407.3245833333335;13;10;0;16;59;9921.2817;2011-10-03 16:56:17.731000+00:00;13328.606283333333
5000;173691;O_CREATED;11120;1016;0.03136666666666667;3407.3559499999997;14;10;0;16;59;9921.250333333333;2011-10-03 16:56:19.613000+00:00;13328.606283333333
5000;173691;O_SENT;11120;1016;0.0005333333333333334;3407.3564833333335;15;10;0;16;59;9921.2498;2011-10-03 16:56:19.645000+00:00;13328.606283333333
5000;173691;W_Nabellen offertes;0;1016;0.025833333333333333;3407.382316666667;16;10;0;16;59;9921.223966666666;2011-10-03 16:56:21.195000+00:00;13328.606283333333
5000;173691;W_Nabellen offertes;0;1017;0.9228000000000001;3408.305116666667;17;10;0;16;59;9920.301166666666;2011-10-03 16:57:16.563000+00:00;13328.606283333333
5000;173691;O_SENT_BACK;11049;614;9677.453533333335;13085.75865;18;10;0;10;293;242.84763333333333;2011-10-10 10:14:43.775000+00:00;13328.606283333333
5000;173691;W_Nabellen offertes;11049;614;0.028983333333333337;13085.787633333333;19;10;0;10;293;242.81865000000002;2011-10-10 10:14:45.514000+00:00;13328.606283333333
5000;173691;W_Valideren aanvraag;10809;690;76.15631666666667;13161.943949999999;20;10;0;11;295;166.66233333333332;2011-10-10 11:30:54.893000+00:00;13328.606283333333
5000;173691;W_Valideren aanvraag;10809;854;163.30835;13325.2523;21;10;0;14;298;3.3539833333333333;2011-10-10 14:14:13.394000+00:00;13328.606283333333
5000;173691;O_ACCEPTED;10809;857;3.2152000000000003;13328.4675;22;10;0;14;298;0.13878333333333334;2011-10-10 14:17:26.306000+00:00;13328.606283333333
5000;173691;A_APPROVED;10809;857;1.6666666666666667e-05;13328.467516666666;23;10;0;14;298;0.13876666666666668;2011-10-10 14:17:26.307000+00:00;13328.606283333333
5000;173691;A_REGISTERED;10809;857;0.0;13328.467516666666;24;10;0;14;298;0.13876666666666668;2011-10-10 14:17:26.307000+00:00;13328.606283333333
5000;173691;A_ACTIVATED;10809;857;0.0;13328.467516666666;25;10;0;14;298;0.13876666666666668;2011-10-10 14:17:26.307000+00:00;13328.606283333333
5000;173691;W_Valideren aanvraag;10809;857;0.13876666666666668;13328.606283333333;26;10;0;14;297;0.0;2011-10-10 14:17:34.633000+00:00;13328.606283333333
7000;173694;A_SUBMITTED;112;490;0.0;0.0;1;10;5;8;3;49434.52075;2011-10-01 08:10:30.287000+00:00;49434.52075
7000;173694;A_PARTLYSUBMITTED;112;490;0.005066666666666666;0.005066666666666666;2;10;5;8;3;49434.51568333334;2011-10-01 08:10:30.591000+00:00;49434.52075
7000;173694;A_PREACCEPTED;112;491;0.70725;0.7123166666666666;3;10;5;8;3;49433.80843333333;2011-10-01 08:11:13.026000+00:00;49434.52075
7000;173694;W_Completeren aanvraag;10912;695;204.77685000000002;205.48916666666668;4;10;5;11;6;49229.03158333334;2011-10-01 11:35:59.637000+00:00;49434.52075
7000;173694;W_Completeren aanvraag;0;681;2865.3796666666667;3070.8688333333334;5;10;0;11;46;46363.65191666667;2011-10-03 11:21:22.417000+00:00;49434.52075
7000;173694;W_Completeren aanvraag;11201;812;131.34826666666666;3202.2171000000003;6;10;0;13;55;46232.30365;2011-10-03 13:32:43.313000+00:00;49434.52075
7000;173694;A_ACCEPTED;11201;814;1.7018;3203.9188999999997;7;10;0;13;55;46230.60185;2011-10-03 13:34:25.421000+00:00;49434.52075
7000;173694;A_FINALIZED;11201;820;5.8201833333333335;3209.7390833333334;8;10;0;13;55;46224.78166666666;2011-10-03 13:40:14.632000+00:00;49434.52075
7000;173694;O_SELECTED;11201;820;0.0;3209.7390833333334;9;10;0;13;55;46224.78166666666;2011-10-03 13:40:14.632000+00:00;49434.52075
7000;173694;O_CREATED;11201;820;0.016216666666666667;3209.7553;10;10;0;13;55;46224.76545;2011-10-03 13:40:15.605000+00:00;49434.52075
7000;173694;O_SENT;11201;820;0.0007666666666666667;3209.756066666667;11;10;0;13;55;46224.764683333335;2011-10-03 13:40:15.651000+00:00;49434.52075
7000;173694;W_Completeren aanvraag;11201;820;0.02351666666666667;3209.7795833333334;12;10;0;13;55;46224.74116666667;2011-10-03 13:40:17.062000+00:00;49434.52075
7000;173694;O_SELECTED;11201;824;4.009283333333333;3213.7888666666668;13;10;0;13;55;46220.731883333334;2011-10-03 13:44:17.619000+00:00;49434.52075
7000;173694;O_CANCELLED;11201;824;0.0;3213.7888666666668;14;10;0;13;55;46220.731883333334;2011-10-03 13:44:17.619000+00:00;49434.52075
7000;173694;O_CREATED;11201;824;0.0342;3213.8230666666664;15;10;0;13;55;46220.69768333333;2011-10-03 13:44:19.671000+00:00;49434.52075
7000;173694;O_SENT;11201;824;0.0008;3213.8238666666666;16;10;0;13;55;46220.69688333334;2011-10-03 13:44:19.719000+00:00;49434.52075
7000;173694;W_Nabellen offertes;11201;824;0.0257;3213.8495666666663;17;10;0;13;55;46220.67118333334;2011-10-03 13:44:21.261000+00:00;49434.52075
7000;173694;W_Nabellen offertes;0;1007;10262.959033333334;13476.808599999998;18;10;0;16;296;35957.71215;2011-10-10 16:47:18.803000+00:00;49434.52075
7000;173694;W_Nabellen offertes;11119;1174;167.28706666666668;13644.095666666666;19;10;0;19;302;35790.42508333333;2011-10-10 19:34:36.027000+00:00;49434.52075
7000;173694;W_Nabellen offertes;10912;1096;5682.103633333333;19326.1993;20;10;4;18;388;30108.32145;2011-10-14 18:16:42.245000+00:00;49434.52075
7000;173694;O_SELECTED;10861;1183;4407.189033333333;23733.388333333332;21;10;0;19;431;25701.132416666667;2011-10-17 19:43:53.587000+00:00;49434.52075
7000;173694;O_CANCELLED;10861;1183;0.0;23733.388333333332;22;10;0;19;431;25701.132416666667;2011-10-17 19:43:53.587000+00:00;49434.52075
7000;173694;O_CREATED;10861;1183;0.0272;23733.415533333333;23;10;0;19;431;25701.105216666667;2011-10-17 19:43:55.219000+00:00;49434.52075
7000;173694;O_SENT;10861;1183;0.0028;23733.418333333335;24;10;0;19;431;25701.10241666667;2011-10-17 19:43:55.387000+00:00;49434.52075
7000;173694;W_Nabellen offertes;10861;1183;0.03978333333333333;23733.458116666665;25;10;0;19;431;25701.06263333333;2011-10-17 19:43:57.774000+00:00;49434.52075
7000;173694;W_Nabellen offertes;0;650;10986.8402;34720.29831666667;26;10;1;10;551;14714.222433333334;2011-10-25 10:50:48.186000+00:00;49434.52075
7000;173694;W_Nabellen offertes;11203;1130;1919.5636333333334;36639.861950000006;27;10;2;18;562;12794.658800000001;2011-10-26 18:50:22.004000+00:00;49434.52075
7000;173694;W_Nabellen offertes;11181;761;3951.1260833333336;40590.988033333335;28;10;5;12;556;8843.532716666667;2011-10-29 12:41:29.569000+00:00;49434.52075
7000;173694;W_Nabellen offertes;11189;895;4454.09085;45045.078883333335;29;11;1;14;571;4389.441866666666;2011-11-01 14:55:35.020000+00:00;49434.52075
7000;173694;W_Nabellen offertes;11119;1041;145.45559999999998;45190.53448333334;30;11;1;17;566;4243.986266666667;2011-11-01 17:21:02.356000+00:00;49434.52075
7000;173694;O_SENT_BACK;11049;555;954.2307833333333;46144.76526666667;31;11;2;9;572;3289.7554833333334;2011-11-02 09:15:16.203000+00:00;49434.52075
7000;173694;W_Nabellen offertes;11049;555;0.04133333333333333;46144.8066;32;11;2;9;572;3289.71415;2011-11-02 09:15:18.683000+00:00;49434.52075
7000;173694;O_ACCEPTED;10609;964;3289.565466666667;49434.37206666667;33;11;4;16;556;0.14868333333333333;2011-11-04 16:04:52.611000+00:00;49434.52075
7000;173694;A_APPROVED;10609;964;1.6666666666666667e-05;49434.372083333335;34;11;4;16;556;0.14866666666666667;2011-11-04 16:04:52.612000+00:00;49434.52075
7000;173694;A_REGISTERED;10609;964;0.0;49434.372083333335;35;11;4;16;556;0.14866666666666667;2011-11-04 16:04:52.612000+00:00;49434.52075
7000;173694;A_ACTIVATED;10609;964;0.0;49434.372083333335;36;11;4;16;556;0.14866666666666667;2011-11-04 16:04:52.612000+00:00;49434.52075
7000;173694;W_Valideren aanvraag;10609;965;0.14866666666666667;49434.52075;37;11;4;16;555;0.0;2011-11-04 16:05:01.532000+00:00;49434.52075
45000;173715;A_SUBMITTED;112;599;0.0;0.0;1;10;5;9;4;17346.293016666667;2011-10-01 09:59:10.501000+00:00;17346.293016666667
45000;173715;A_PARTLYSUBMITTED;112;599;0.0048;0.0048;2;10;5;9;4;17346.288216666664;2011-10-01 09:59:10.789000+00:00;17346.293016666667
45000;173715;A_PREACCEPTED;112;599;0.5319166666666667;0.5367166666666667;3;10;5;9;4;17345.7563;2011-10-01 09:59:42.704000+00:00;17346.293016666667
45000;173715;W_Completeren aanvraag;0;706;106.39396666666667;106.93068333333333;4;10;5;11;6;17239.362333333334;2011-10-01 11:46:06.342000+00:00;17346.293016666667
45000;173715;A_ACCEPTED;10912;744;38.44075;145.37143333333333;5;10;5;12;6;17200.921583333333;2011-10-01 12:24:32.787000+00:00;17346.293016666667
45000;173715;O_SELECTED;10912;750;5.79615;151.16758333333334;6;10;5;12;6;17195.12543333333;2011-10-01 12:30:20.556000+00:00;17346.293016666667
45000;173715;A_FINALIZED;10912;750;0.0;151.16758333333334;7;10;5;12;6;17195.12543333333;2011-10-01 12:30:20.556000+00:00;17346.293016666667
45000;173715;O_CREATED;10912;750;0.020399999999999998;151.18798333333334;8;10;5;12;6;17195.105033333333;2011-10-01 12:30:21.780000+00:00;17346.293016666667
45000;173715;O_SENT;10912;750;0.0004333333333333333;151.18841666666668;9;10;5;12;6;17195.1046;2011-10-01 12:30:21.806000+00:00;17346.293016666667
45000;173715;W_Completeren aanvraag;10912;750;0.039150000000000004;151.22756666666666;10;10;5;12;6;17195.065450000002;2011-10-01 12:30:24.155000+00:00;17346.293016666667
45000;173715;W_Nabellen offertes;10913;998;10327.886949999998;10479.114516666667;11;10;5;16;260;6867.1785;2011-10-08 16:38:17.372000+00:00;17346.293016666667
45000;173715;O_SENT_BACK;10899;774;2655.76715;13134.881666666666;12;10;0;12;298;4211.41135;2011-10-10 12:54:03.401000+00:00;17346.293016666667
45000;173715;W_Nabellen offertes;10899;774;0.023066666666666666;13134.904733333333;13;10;0;12;298;4211.388283333333;2011-10-10 12:54:04.785000+00:00;17346.293016666667
45000;173715;A_DECLINED;10138;665;4211.330583333333;17346.235316666665;14;10;3;11;358;0.0577;2011-10-13 11:05:24.620000+00:00;17346.293016666667
45000;173715;O_DECLINED;10138;665;0.0;17346.235316666665;15;10;3;11;358;0.0577;2011-10-13 11:05:24.620000+00:00;17346.293016666667
45000;173715;W_Valideren aanvraag;10138;665;0.0577;17346.293016666667;16;10;3;11;357;0.0;2011-10-13 11:05:28.082000+00:00;17346.293016666667
15000;173718;A_SUBMITTED;112;637;0.0;0.0;1;10;5;10;5;37360.373783333336;2011-10-01 10:37:39.363000+00:00;37360.373783333336
15000;173718;A_PARTLYSUBMITTED;112;637;0.0049;0.0049;2;10;5;10;5;37360.36888333333;2011-10-01 10:37:39.657000+00:00;37360.373783333336
15000;173718;A_PREACCEPTED;112;638;0.6885;0.6934;3;10;5;10;5;37359.68038333333;2011-10-01 10:38:20.967000+00:00;37360.373783333336
15000;173718;A_ACCEPTED;10862;642;4.0168333333333335;4.710233333333333;4;10;5;10;5;37355.663550000005;2011-10-01 10:42:21.977000+00:00;37360.373783333336
15000;173718;A_FINALIZED;10862;644;2.3124666666666664;7.0227;5;10;5;10;5;37353.351083333335;2011-10-01 10:44:40.725000+00:00;37360.373783333336
15000;173718;O_SELECTED;10862;644;0.0;7.0227;6;10;5;10;5;37353.351083333335;2011-10-01 10:44:40.725000+00:00;37360.373783333336
15000;173718;O_CREATED;10862;644;0.03303333333333333;7.055733333333333;7;10;5;10;5;37353.31805;2011-10-01 10:44:42.707000+00:00;37360.373783333336
15000;173718;O_SENT;10862;644;0.00045;7.056183333333333;8;10;5;10;5;37353.317599999995;2011-10-01 10:44:42.734000+00:00;37360.373783333336
15000;173718;W_Completeren aanvraag;0;644;0.02033333333333333;7.076516666666667;9;10;5;10;5;37353.29726666667;2011-10-01 10:44:43.954000+00:00;37360.373783333336
15000;173718;W_Nabellen offertes;0;644;0.25033333333333335;7.326849999999999;10;10;5;10;5;37353.04693333334;2011-10-01 10:44:58.974000+00:00;37360.373783333336
15000;173718;O_SELECTED;10862;646;1.8990166666666668;9.225866666666667;11;10;5;10;5;37351.14791666667;2011-10-01 10:46:52.915000+00:00;37360.373783333336
15000;173718;O_CANCELLED;10862;646;0.0;9.225866666666667;12;10;5;10;5;37351.14791666667;2011-10-01 10:46:52.915000+00:00;37360.373783333336
15000;173718;O_CREATED;10862;646;0.021583333333333333;9.247449999999999;13;10;5;10;5;37351.12633333333;2011-10-01 10:46:54.210000+00:00;37360.373783333336
15000;173718;O_SENT;10862;646;0.00038333333333333334;9.247833333333334;14;10;5;10;5;37351.12595;2011-10-01 10:46:54.233000+00:00;37360.373783333336
15000;173718;W_Nabellen offertes;0;646;0.03996666666666667;9.2878;15;10;5;10;5;37351.08598333333;2011-10-01 10:46:56.631000+00:00;37360.373783333336
15000;173718;W_Nabellen offertes;0;650;3.3983666666666665;12.686166666666667;16;10;5;10;5;37347.68761666667;2011-10-01 10:50:20.533000+00:00;37360.373783333336
15000;173718;W_Nabellen offertes;0;650;0.23618333333333333;12.92235;17;10;5;10;5;37347.451433333335;2011-10-01 10:50:34.704000+00:00;37360.373783333336
15000;173718;W_Nabellen offertes;11002;991;10421.054466666666;10433.976816666667;18;10;5;16;260;26926.396966666667;2011-10-08 16:31:37.972000+00:00;37360.373783333336
15000;173718;O_SENT_BACK;11049;655;2543.4501999999998;12977.427016666667;19;10;0;10;293;24382.946766666668;2011-10-10 10:55:04.984000+00:00;37360.373783333336
15000;173718;W_Nabellen offertes;11049;655;0.041133333333333334;12977.46815;20;10;0;10;293;24382.905633333332;2011-10-10 10:55:07.452000+00:00;37360.373783333336
15000;173718;W_Valideren aanvraag;10629;756;4421.084616666666;17398.552766666668;21;10;3;12;355;19961.821016666665;2011-10-13 12:36:12.529000+00:00;37360.373783333336
15000;173718;W_Nabellen incomplete dossiers;0;785;29.496016666666666;17428.048783333335;22;10;3;13;353;19932.325;2011-10-13 13:05:42.290000+00:00;37360.373783333336
15000;173718;W_Nabellen incomplete dossiers;10629;833;47.56706666666666;17475.61585;23;10;3;13;355;19884.757933333334;2011-10-13 13:53:16.314000+00:00;37360.373783333336
15000;173718;W_Nabellen incomplete dossiers;11122;1032;198.75991666666667;17674.375766666668;24;10;3;17;359;19685.99801666667;2011-10-13 17:12:01.909000+00:00;37360.373783333336
15000;173718;W_Nabellen incomplete dossiers;11122;1034;2.200283333333333;17676.57605;25;10;3;17;359;19683.797733333333;2011-10-13 17:14:13.926000+00:00;37360.373783333336
15000;173718;W_Nabellen incomplete dossiers;11122;1034;0.2031;17676.779150000002;26;10;3;17;359;19683.594633333334;2011-10-13 17:14:26.112000+00:00;37360.373783333336
15000;173718;W_Nabellen incomplete dossiers;10913;917;2763.0896;20439.86875;27;10;5;15;389;16920.505033333335;2011-10-15 15:17:31.488000+00:00;37360.373783333336
15000;173718;W_Nabellen incomplete dossiers;10913;1016;98.71893333333334;20538.58768333333;28;10;5;16;390;16821.7861;2011-10-15 16:56:14.624000+00:00;37360.373783333336
15000;173718;W_Nabellen incomplete dossiers;0;812;2676.62145;23215.209133333334;29;10;0;13;419;14145.164649999999;2011-10-17 13:32:51.911000+00:00;37360.373783333336
15000;173718;W_Nabellen incomplete dossiers;0;868;55.7495;23270.95863333333;30;10;0;14;418;14089.415149999999;2011-10-17 14:28:36.881000+00:00;37360.373783333336
15000;173718;W_Nabellen incomplete dossiers;10889;1006;1577.7894166666667;24848.74805;31;10;1;16;436;12511.625733333332;2011-10-18 16:46:24.246000+00:00;37360.373783333336
15000;173718;W_Nabellen incomplete dossiers;11002;1066;60.17593333333333;24908.923983333334;32;10;1;17;436;12451.4498;2011-10-18 17:46:34.802000+00:00;37360.373783333336
15000;173718;W_Valideren aanvraag;10972;533;906.7761666666667;25815.70015;33;10;2;8;446;11544.673633333332;2011-10-19 08:53:21.372000+00:00;37360.373783333336
15000;173718;W_Nabellen incomplete dossiers;0;557;23.672050000000002;25839.372199999998;34;10;2;9;446;11521.001583333333;2011-10-19 09:17:01.695000+00:00;37360.373783333336
15000;173718;W_Nabellen incomplete dossiers;0;564;7.29;25846.662200000002;35;10;2;9;446;11513.711583333332;2011-10-19 09:24:19.095000+00:00;37360.373783333336
15000;173718;W_Nabellen incomplete dossiers;11049;570;1446.2311333333334;27292.893333333333;36;10;3;9;470;10067.480450000001;2011-10-20 09:30:32.963000+00:00;37360.373783333336
15000;173718;W_Nabellen incomplete dossiers;11121;924;6114.37615;33407.26948333333;37;10;0;15;543;3953.1043;2011-10-24 15:24:55.532000+00:00;37360.373783333336
15000;173718;W_Nabellen incomplete dossiers;0;492;2447.714716666667;35854.9842;38;10;2;8;563;1505.3895833333333;2011-10-26 08:12:38.415000+00:00;37360.373783333336
15000;173718;O_ACCEPTED;10972;557;1505.2485333333332;37360.23273333334;39;10;3;9;568;0.14104999999999998;2011-10-27 09:17:53.327000+00:00;37360.373783333336
15000;173718;A_APPROVED;10972;557;0.0;37360.23273333334;40;10;3;9;568;0.14104999999999998;2011-10-27 09:17:53.327000+00:00;37360.373783333336
15000;173718;A_REGISTERED;10972;557;1.6666666666666667e-05;37360.232749999996;41;10;3;9;568;0.14103333333333332;2011-10-27 09:17:53.328000+00:00;37360.373783333336
15000;173718;A_ACTIVATED;10972;557;0.0;37360.232749999996;42;10;3;9;568;0.14103333333333332;2011-10-27 09:17:53.328000+00:00;37360.373783333336
15000;173718;W_Valideren aanvraag;10972;558;0.14103333333333332;37360.373783333336;43;10;3;9;567;0.0;2011-10-27 09:18:01.790000+00:00;37360.373783333336
9000;173721;A_SUBMITTED;112;667;0.0;0.0;1;10;5;11;6;13280.927316666666;2011-10-01 11:07:34.279000+00:00;13280.927316666666
9000;173721;A_PARTLYSUBMITTED;112;667;0.010816666666666667;0.010816666666666667;2;10;5;11;6;13280.9165;2011-10-01 11:07:34.928000+00:00;13280.927316666666
9000;173721;A_PREACCEPTED;112;668;0.70275;0.7135666666666667;3;10;5;11;6;13280.213749999999;2011-10-01 11:08:17.093000+00:00;13280.927316666666
9000;173721;A_ACCEPTED;10939;678;10.320416666666667;11.033983333333333;4;10;5;11;6;13269.893333333333;2011-10-01 11:18:36.318000+00:00;13280.927316666666
9000;173721;O_SELECTED;10939;680;2.1881166666666667;13.222100000000001;5;10;5;11;6;13267.705216666665;2011-10-01 11:20:47.605000+00:00;13280.927316666666
9000;173721;A_FINALIZED;10939;680;0.0;13.222100000000001;6;10;5;11;6;13267.705216666665;2011-10-01 11:20:47.605000+00:00;13280.927316666666
9000;173721;O_CREATED;10939;680;0.023683333333333334;13.245783333333332;7;10;5;11;6;13267.681533333332;2011-10-01 11:20:49.026000+00:00;13280.927316666666
9000;173721;O_SENT;10939;680;0.0005333333333333334;13.246316666666667;8;10;5;11;6;13267.681;2011-10-01 11:20:49.058000+00:00;13280.927316666666
9000;173721;W_Completeren aanvraag;10939;680;0.02128333333333333;13.2676;9;10;5;11;6;13267.659716666667;2011-10-01 11:20:50.335000+00:00;13280.927316666666
9000;173721;W_Nabellen offertes;10939;682;2.0353833333333333;15.302983333333334;10;10;5;11;6;13265.624333333333;2011-10-01 11:22:52.458000+00:00;13280.927316666666
9000;173721;W_Nabellen offertes;10939;692;10.031883333333333;25.334866666666667;11;10;5;11;6;13255.59245;2011-10-01 11:32:54.371000+00:00;13280.927316666666
9000;173721;W_Nabellen offertes;0;887;4514.754366666666;4540.089233333333;12;10;1;14;97;8740.838083333334;2011-10-04 14:47:39.633000+00:00;13280.927316666666
9000;173721;O_SENT_BACK;11029;589;2582.10795;7122.197183333334;13;10;3;9;181;6158.7301333333335;2011-10-06 09:49:46.110000+00:00;13280.927316666666
9000;173721;W_Nabellen offertes;0;589;0.027733333333333332;7122.224916666667;14;10;3;9;181;6158.702399999999;2011-10-06 09:49:47.774000+00:00;13280.927316666666
9000;173721;W_Valideren aanvraag;10609;606;5776.361616666666;12898.586533333333;15;10;0;10;293;382.3407833333333;2011-10-10 10:06:09.471000+00:00;13280.927316666666
9000;173721;W_Nabellen incomplete dossiers;10912;620;13.924266666666666;12912.5108;16;10;0;10;293;368.4165166666667;2011-10-10 10:20:04.927000+00:00;13280.927316666666
9000;173721;W_Nabellen incomplete dossiers;10912;702;82.4675;12994.978299999999;17;10;0;11;295;285.94901666666664;2011-10-10 11:42:32.977000+00:00;13280.927316666666
9000;173721;W_Nabellen incomplete dossiers;0;862;159.68756666666667;13154.665866666668;18;10;0;14;297;126.26145;2011-10-10 14:22:14.231000+00:00;13280.927316666666
9000;173721;O_DECLINED;11009;988;126.18833333333333;13280.8542;19;10;0;16;298;0.07311666666666666;2011-10-10 16:28:25.531000+00:00;13280.927316666666
9000;173721;A_DECLINED;11009;988;0.0;13280.8542;20;10;0;16;298;0.07311666666666666;2011-10-10 16:28:25.531000+00:00;13280.927316666666
9000;173721;W_Nabellen incomplete dossiers;11009;988;0.07311666666666666;13280.927316666666;21;10;0;16;297;0.0;2011-10-10 16:28:29.918000+00:00;13280.927316666666
15000;173730;A_SUBMITTED;112;756;0.0;0.0;1;10;5;12;7;28592.209466666667;2011-10-01 12:36:08.943000+00:00;28592.209466666667
15000;173730;A_PARTLYSUBMITTED;112;756;0.0044;0.0044;2;10;5;12;7;28592.205066666666;2011-10-01 12:36:09.207000+00:00;28592.209466666667
15000;173730;A_PREACCEPTED;112;756;0.8343;0.8387;3;10;5;12;7;28591.370766666667;2011-10-01 12:36:59.265000+00:00;28592.209466666667
15000;173730;W_Completeren aanvraag;10912;835;78.54541666666667;79.38411666666666;4;10;5;13;9;28512.82535;2011-10-01 13:55:31.990000+00:00;28592.209466666667
15000;173730;W_Completeren aanvraag;11203;915;79.67416666666666;159.05828333333332;5;10;5;15;12;28433.15118333333;2011-10-01 15:15:12.440000+00:00;28592.209466666667
15000;173730;W_Completeren aanvraag;11203;931;16.1158;175.17408333333333;6;10;5;15;13;28417.035383333332;2011-10-01 15:31:19.388000+00:00;28592.209466666667
15000;173730;A_ACCEPTED;11203;936;4.783066666666667;179.95715;7;10;5;15;13;28412.252316666665;2011-10-01 15:36:06.372000+00:00;28592.209466666667
15000;173730;O_SELECTED;11203;940;4.031366666666667;183.98851666666667;8;10;5;15;13;28408.22095;2011-10-01 15:40:08.254000+00:00;28592.209466666667
